,Country Name,Country Code,year,agriculturalLand,agriculturalGDP
1068,Sierra Leone,SLE,1974,37.18481574,32.22527413
1069,El Salvador,SLV,1974,62.25419664,37.28960069
1070,Somalia,SOM,1974,70.0895846,38.25168365
1071,Suriname,SUR,1974,0.365384615,7.087959009
1072,Eswatini,SWZ,1974,86.1627907,27.72828508
1073,Syrian Arab Republic,SYR,1974,78.99118511,21.6598296
1074,Chad,TCD,1974,38.04382344,36.69999296
1075,East Asia & Pacific (IDA & IBRD countries),TEA,1974,39.65911426,34.96220583
1076,Togo,TGO,1974,52.95091009,24.61082381
1077,Thailand,THA,1974,33.04625262,27.00573136
1078,Latin America & the Caribbean (IDA & IBRD countries),TLA,1974,30.88536606,11.74651544
1079,South Asia (IDA & IBRD),TSA,1974,56.4473696,39.85572886
1080,Trinidad and Tobago,TTO,1974,21.6374269,4.581773191
1081,Tunisia,TUN,1974,58.21961895,18.72981005
1082,Turkey,TUR,1974,49.80055351,36.00242033
1083,Uganda,UGA,1974,51.36880036,60.48770547
1084,"Venezuela, RB",VEN,1974,22.95107987,4.868756348
1085,World,WLD,1974,37.27367235,9.218868716
1086,South Africa,ZAF,1974,78.15166228,8.236705318
1087,Zambia,ZMB,1974,27.1755068,10.64545406
1088,Zimbabwe,ZWE,1974,31.07147473,19.47164171
1089,Arab World,ARB,1975,28.35436995,7.907399412
1090,United Arab Emirates,ARE,1975,3.027316249,0.540188294
1091,Argentina,ARG,1975,47.0093434,6.583910492
1092,Burundi,BDI,1975,80.21806854,61.30360423
1093,Benin,BEN,1975,16.82334161,30.53866655
1094,Burkina Faso,BFA,1975,31.19883041,28.86615892
1095,Bangladesh,BGD,1975,76.85334562,61.95413913
1096,Bolivia,BOL,1975,29.89015047,20.84459038
1097,Brazil,BRA,1975,24.86904981,10.22841334
1098,Barbados,BRB,1975,44.18604651,11.50668172
1099,Brunei Darussalam,BRN,1975,3.415559772,1.335547213
1100,Botswana,BWA,1975,45.8807545,27.5461641
1101,Chile,CHL,1975,22.25862505,6.582943035
1102,China,CHN,1975,42.61540698,31.95262379
1103,Cote d'Ivoire,CIV,1975,52.56289308,28.24445816
1104,Cameroon,CMR,1975,17.75930274,29.11971329
1105,"Congo, Rep.",COG,1975,30.92825769,14.47688564
1106,Colombia,COL,1975,40.66246057,23.88646978
1107,Costa Rica,CRI,1975,41.55895025,20.33847887
1108,Cuba,CUB,1975,54.09683426,12.11299192
1109,Cyprus,CYP,1975,19.51298701,15.7198437
1110,Denmark,DNK,1975,69.31791362,4.414290309
1111,Dominican Republic,DOM,1975,50.8176361,21.4714381
1112,East Asia & Pacific (excluding high income),EAP,1975,39.85203471,33.42706327
1113,Early-demographic dividend,EAR,1975,36.15190244,19.92941733
1114,East Asia & Pacific,EAS,1975,47.54754875,14.62012598
1115,Ecuador,ECU,1975,19.45166883,22.35518223
1116,"Egypt, Arab Rep.",EGY,1975,2.837912502,27.66554856
1117,Finland,FIN,1975,8.58137168,9.799162169
1118,Fiji,FJI,1975,13.40996169,23.47083509
1119,France,FRA,1975,59.09241991,4.813122149
1120,Gabon,GAB,1975,20.06054255,6.401386246
1121,Ghana,GHA,1975,51.8590138,47.66231308
1122,"Gambia, The",GMB,1975,56.12648221,32.05282113
1123,Guinea-Bissau,GNB,1975,49.00426743,47.77200237
1124,Guatemala,GTM,1975,26.95035461,28.04862723
1125,Guyana,GUY,1975,7.000254001,28.74947368
1126,Honduras,HND,1975,28.01858969,24.64412811
1127,IBRD only,IBD,1975,37.42971081,20.2049656
1128,IDA & IBRD total,IBT,1975,36.92543494,22.60259735
1129,India,IND,1975,60.43811529,35.26950135
1130,"Iran, Islamic Rep.",IRN,1975,37.10798399,6.672281016
1131,Iraq,IRQ,1975,21.22916524,7.840374406
1132,Jordan,JOR,1975,12.63599275,6.92819454
1133,Kenya,KEN,1975,44.93094845,30.17297568
1134,"Korea, Rep.",KOR,1975,23.55380469,24.48594408
1135,Latin America & Caribbean (excluding high income),LAC,1975,31.48332996,11.92014946
1136,Latin America & Caribbean,LCN,1975,31.24744406,11.08446742
1137,Sri Lanka,LKA,1975,37.61760485,30.6494283
1138,Low & middle income,LMY,1975,37.01853715,23.22411709
1139,Lesotho,LSO,1975,78.26086957,36.50886076
1140,Morocco,MAR,1975,60.3114497,17.89843729
1141,Madagascar,MDG,1975,61.49018124,30.3553837
1142,Mexico,MEX,1975,50.18184624,11.13875455
1143,Middle income,MIC,1975,37.04637763,22.92252561
1144,Mali,MLI,1975,26.12543948,57.50932407
1145,Malta,MLT,1975,40.625,5.709301525
1146,Mauritania,MRT,1975,38.27107791,21.96473328
1147,Malawi,MWI,1975,41.47221044,34.7744006
1148,Malaysia,MYS,1975,13.25259473,30.71694161
1149,Niger,NER,1975,23.50990763,50.31146282
1150,Netherlands,NLD,1975,61.67061611,4.326493513
1151,Norway,NOR,1975,2.458630395,4.115822612
1152,Nepal,NPL,1975,28.03496503,69.00609461
1153,New Zealand,NZL,1975,62.20424595,9.922725676
1154,Oman,OMN,1975,3.382875606,2.789285113
1155,Pakistan,PAK,1975,46.74527812,30.16018636
1156,Panama,PAN,1975,24.29378531,8.282838271
1157,Peru,PER,1975,14.31953125,14.83788831
1158,Philippines,PHL,1975,30.82805111,26.94469022
1159,Papua New Guinea,PNG,1975,1.576646204,29.70183345
1160,Puerto Rico,PRI,1975,55.58060879,3.303123818
1161,Paraguay,PRY,1975,30.84319154,36.90630596
1162,Rwanda,RWA,1975,65.34252128,49.21356729
1163,South Asia,SAS,1975,56.60197752,39.05536702
1164,Saudi Arabia,SAU,1975,40.32395369,0.928707291
1165,Senegal,SEN,1975,46.98488547,29.77939452
1166,Singapore,SGP,1975,11.94029851,2.155338816
1167,Sierra Leone,SLE,1975,37.254087,35.66807667
1168,El Salvador,SLV,1975,62.73381295,35.33320939
1169,Somalia,SOM,1975,70.09755475,48.74403422
1170,Suriname,SUR,1975,0.371794872,6.240601504
1171,Eswatini,SWZ,1975,76.3372093,24.85928705
1172,Syrian Arab Republic,SYR,1975,76.76025683,19.01247755
1173,Chad,TCD,1975,38.11944091,36.95940766
1174,East Asia & Pacific (IDA & IBRD countries),TEA,1975,40.00181389,33.37226872
1175,Togo,TGO,1975,52.95091009,26.6061986
1176,Thailand,THA,1975,33.70588581,26.87108478
1177,Latin America & the Caribbean (IDA & IBRD countries),TLA,1975,31.12996013,11.27900846
1178,Tonga,TON,1975,47.22222222,42.40754836
1179,South Asia (IDA & IBRD),TSA,1975,56.60197752,39.05536702
1180,Trinidad and Tobago,TTO,1975,20.66276803,5.035753947
1181,Tunisia,TUN,1975,58.53501545,18.4793844
1182,Turkey,TUR,1975,49.32500032,35.37077257
1183,Uganda,UGA,1975,52.08448026,70.6159352
1184,"Venezuela, RB",VEN,1975,23.01230089,5.546071906
1185,World,WLD,1975,37.35700764,8.914959745
1186,South Africa,ZAF,1975,77.97030723,7.269566451
1187,Zambia,ZMB,1975,27.22258841,13.11099796
1188,Zimbabwe,ZWE,1975,31.16194908,18.59710772
1189,Arab World,ARB,1976,28.42922257,7.367923538
1190,United Arab Emirates,ARE,1976,3.04139679,0.545088281
1191,Argentina,ARG,1976,46.96330238,8.152170712
1192,Austria,AUT,1976,38.55049649,5.106318914
1193,Burundi,BDI,1976,81.58099688,59.47548325
1194,Benin,BEN,1976,17.0893934,33.19650626
1195,Burkina Faso,BFA,1976,31.37792398,29.01546487
1196,Bangladesh,BGD,1976,76.80725206,51.91445693
1197,Bolivia,BOL,1976,29.92338226,20.6138987
1198,Brazil,BRA,1976,25.45781717,11.41797511
1199,Barbados,BRB,1976,44.18604651,8.792197637
1200,Brunei Darussalam,BRN,1976,3.225806452,1.10918347
1201,Botswana,BWA,1976,45.8807545,24.66769706
1202,Chile,CHL,1976,23.13283087,8.438811381
1203,China,CHN,1976,43.24103321,32.35963327
1204,Cote d'Ivoire,CIV,1976,52.95597484,24.4793521
1205,Cameroon,CMR,1976,18.00258086,27.61010709
1206,"Congo, Rep.",COG,1976,30.94582723,13.47753744
1207,Colombia,COL,1976,40.67598017,23.62860954
1208,Costa Rica,CRI,1976,43.18448884,20.37619223
1209,Cuba,CUB,1976,55.83798883,12.10746511
1210,Cyprus,CYP,1976,19.25324675,15.90295915
1211,Denmark,DNK,1976,69.2235072,4.297087667
1212,Dominican Republic,DOM,1976,51.95611675,19.04846261
1213,East Asia & Pacific (excluding high income),EAP,1976,39.33645642,32.42063725
1214,Early-demographic dividend,EAR,1976,36.16918555,17.67918145
1215,East Asia & Pacific,EAS,1976,47.27190921,13.47816702
1216,Ecuador,ECU,1976,20.06574194,20.11773009
1217,"Egypt, Arab Rep.",EGY,1976,2.742478276,26.01497479
1218,Finland,FIN,1976,8.575133786,9.30482677
1219,Fiji,FJI,1976,14.23097975,23.57659515
1220,France,FRA,1976,58.47879525,4.559227033
1221,Gabon,GAB,1976,20.00232856,5.006257822
1222,Ghana,GHA,1976,51.8590138,50.56696292
1223,"Gambia, The",GMB,1976,56.02766798,32.63915393
1224,Guinea-Bissau,GNB,1976,49.00426743,48.08970414
1225,Guatemala,GTM,1976,27.3422919,27.29467495
1226,Guyana,GUY,1976,7.406654813,20.77281929
1227,Honduras,HND,1976,28.33139691,25.51928878
1228,IBRD only,IBD,1976,37.39250886,19.40515853
1229,IDA & IBRD total,IBT,1976,36.91391197,21.14199467
1230,India,IND,1976,60.42298003,33.44297129
1231,"Iran, Islamic Rep.",IRN,1976,36.80714163,6.487048744
1232,Iraq,IRQ,1976,21.22916524,8.182338356
1233,Jordan,JOR,1976,12.6586582,7.478759034
1234,Kenya,KEN,1976,44.94149067,33.32691593
1235,"Korea, Rep.",KOR,1976,23.5330707,23.04668067
1236,Latin America & Caribbean (excluding high income),LAC,1976,31.80279865,12.50892961
1237,Latin America & Caribbean,LCN,1976,31.57678161,11.5730636
1238,Sri Lanka,LKA,1976,38.20762239,29.32061172
1239,Low & middle income,LMY,1976,36.99860629,21.76269175
1240,Lesotho,LSO,1976,77.70092227,30.75327103
1241,Morocco,MAR,1976,60.83352005,19.25347058
1242,Madagascar,MDG,1976,61.4987791,29.68126309
1243,Mexico,MEX,1976,50.18184624,10.61792852
1244,Middle income,MIC,1976,37.01092721,21.37762266
1245,Mali,MLI,1976,26.28852884,55.12433915
1246,Malta,MLT,1976,40.625,5.767803587
1247,Mauritania,MRT,1976,38.27398855,21.02539268
1248,Mauritius,MUS,1976,56.15763547,19.94047619
1249,Malawi,MWI,1976,41.49342384,37.04248366
1250,Malaysia,MYS,1976,13.51276822,29.40182553
1251,Niger,NER,1976,23.50990763,47.02771859
1252,Netherlands,NLD,1976,61.40402844,4.320509801
1253,Norway,NOR,1976,2.453154603,4.403958821
1254,Nepal,NPL,1976,28.14685315,66.08600762
1255,New Zealand,NZL,1976,63.48030838,10.78487539
1256,Oman,OMN,1976,3.386106624,2.06943345
1257,Pakistan,PAK,1976,46.32627646,29.40842564
1258,Panama,PAN,1976,24.57627119,8.76046808
1259,Peru,PER,1976,14.38984375,13.9689829
1260,Philippines,PHL,1976,32.4445786,25.91656232
1261,Papua New Guinea,PNG,1976,1.598728084,31.70365691
1262,Puerto Rico,PRI,1976,55.58060879,3.183328502
1263,Paraguay,PRY,1976,31.39692927,34.55007498
1264,Rwanda,RWA,1976,66.43696798,49.21609962
1265,South Asia,SAS,1976,56.53607563,34.72710878
1266,Saudi Arabia,SAU,1976,40.35465579,0.791361056
1267,Senegal,SEN,1976,46.97969148,29.75666326
1268,Singapore,SGP,1976,11.94029851,2.043536798
1269,Sierra Leone,SLE,1976,37.32335827,38.61644228
1270,El Salvador,SLV,1976,62.74131274,39.33375971
1271,Somalia,SOM,1976,70.10552491,51.01340572
1272,Suriname,SUR,1976,0.378205128,7.082096934
1273,Eswatini,SWZ,1976,79.70930233,25.73839662
1274,Seychelles,SYC,1976,10.86956522,9.621849314
1275,Syrian Arab Republic,SYR,1976,77.33703341,20.6875632
1276,Chad,TCD,1976,38.19885642,35.77668341
1277,East Asia & Pacific (IDA & IBRD countries),TEA,1976,39.48231159,32.36749246
1278,Togo,TGO,1976,52.95091009,32.29729807
1279,Thailand,THA,1976,34.34790268,26.69552647
1280,Latin America & the Caribbean (IDA & IBRD countries),TLA,1976,31.45199311,11.80546695
1281,Tonga,TON,1976,45.83333333,39.97062509
1282,South Asia (IDA & IBRD),TSA,1976,56.53607563,34.72710878
1283,Trinidad and Tobago,TTO,1976,20.66276803,4.873163043
1284,Tunisia,TUN,1976,58.85041195,17.75478531
1285,Turkey,TUR,1976,49.24834011,32.51943635
1286,Uganda,UGA,1976,52.7401031,71.87104156
1287,"Venezuela, RB",VEN,1976,23.20730117,5.145369493
1288,World,WLD,1976,37.35817126,8.345656483
1289,South Africa,ZAF,1976,77.80296598,6.384115115
1290,Zambia,ZMB,1976,27.4553061,14.19878296
1291,Zimbabwe,ZWE,1976,31.25242342,18.58865563
1292,Arab World,ARB,1977,28.44577737,7.068665165
1293,United Arab Emirates,ARE,1977,3.05547733,0.485156878
1294,Argentina,ARG,1977,46.91726136,8.087142114
1295,Antigua and Barbuda,ATG,1977,15.90909091,4.970872496
1296,Austria,AUT,1977,38.47905062,4.410135604
1297,Burundi,BDI,1977,83.45015576,55.58015512
1298,Benin,BEN,1977,17.35544519,31.85508538
1299,Burkina Faso,BFA,1977,31.56067251,28.42248651
1300,Bangladesh,BGD,1977,76.75347622,48.89805693
1301,Bolivia,BOL,1977,30.41908982,20.17776126
1302,Brazil,BRA,1977,26.04658453,12.91816539
1303,Barbados,BRB,1977,44.18604651,9.229922239
1304,Brunei Darussalam,BRN,1977,2.84629981,1.017318066
1305,Botswana,BWA,1977,45.8807545,22.6035503
1306,Chile,CHL,1977,22.99833766,9.830571211
1307,China,CHN,1977,43.8665999,28.99076923
1308,Cote d'Ivoire,CIV,1977,53.71069182,24.2658516
1309,Cameroon,CMR,1977,18.28605276,33.64508248
1310,"Congo, Rep.",COG,1977,30.93704246,15.42553191
1311,Colombia,COL,1977,40.84272195,25.04703022
1312,Costa Rica,CRI,1977,44.79044262,21.8854801
1313,Cuba,CUB,1977,56.21973929,12.11827635
1314,Cyprus,CYP,1977,19.05844156,13.21200322
1315,Dominica,DMA,1977,25.33333333,24.6805674
1316,Denmark,DNK,1977,69.08189757,4.66357991
1317,Dominican Republic,DOM,1977,52.57710619,20.06714482
1318,East Asia & Pacific (excluding high income),EAP,1977,39.80033803,29.16108579
1319,Early-demographic dividend,EAR,1977,36.22823439,18.08773144
1320,East Asia & Pacific,EAS,1977,47.1921624,11.93473113
1321,Ecuador,ECU,1977,21.07715648,18.70307224
1322,"Egypt, Arab Rep.",EGY,1977,2.64704405,24.81881631
1323,Finland,FIN,1977,8.52818543,8.661221468
1324,Fiji,FJI,1977,14.77832512,21.40585733
1325,France,FRA,1977,58.27607996,4.31574247
1326,Gabon,GAB,1977,20.09159002,5.462184874
1327,Ghana,GHA,1977,52.29849697,56.20352952
1328,"Gambia, The",GMB,1977,56.71936759,30.99635844
1329,Guinea-Bissau,GNB,1977,49.0398293,46.1544005
1330,Grenada,GRD,1977,58.82352941,17.71684654
1331,Guatemala,GTM,1977,27.93019784,26.30516098
1332,Guyana,GUY,1977,7.833375667,18.74277585
1333,Honduras,HND,1977,29.0016981,26.89428053
1334,IBRD only,IBD,1977,37.67037823,19.42997857
1335,IDA & IBRD total,IBT,1977,37.05412373,21.21441277
1336,India,IND,1977,60.40347236,34.94772597
1337,"Iran, Islamic Rep.",IRN,1977,36.64935288,5.665368244
1338,Iraq,IRQ,1977,21.22916524,8.507732751
1339,Jordan,JOR,1977,12.66999093,7.634849363
1340,Kenya,KEN,1977,44.94500474,37.00682832
1341,St. Kitts and Nevis,KNA,1977,42.85714286,10.46279341
1342,"Korea, Rep.",KOR,1977,23.50196973,21.78997318
1343,Latin America & Caribbean (excluding high income),LAC,1977,32.16951304,13.93888188
1344,Latin America & Caribbean,LCN,1977,31.91373909,12.8032123
1345,Sri Lanka,LKA,1977,38.79763993,30.97782322
1346,Low & middle income,LMY,1977,37.14269596,21.85309977
1347,Lesotho,LSO,1977,75.49407115,37.58447353
1348,Morocco,MAR,1977,61.61774591,16.38431704
1349,Madagascar,MDG,1977,61.78250851,29.30481114
1350,Mexico,MEX,1977,50.20756707,10.5159708
1351,Middle income,MIC,1977,37.18346218,21.47056731
1352,Mali,MLI,1977,26.28688975,55.17710351
1353,Malta,MLT,1977,43.75,5.525901623
1354,Mauritania,MRT,1977,38.27495877,21.9239975
1355,Mauritius,MUS,1977,56.15763547,17.25468578
1356,Malawi,MWI,1977,41.52524395,39.25824176
1357,Malaysia,MYS,1977,13.91185512,28.21446135
1358,Niger,NER,1977,23.50990763,51.78719519
1359,Netherlands,NLD,1977,61.01895735,3.659232367
1360,Norway,NOR,1977,2.461368291,4.434578763
1361,Nepal,NPL,1977,28.25174825,60.12152894
1362,New Zealand,NZL,1977,63.08533668,9.454708176
1363,Oman,OMN,1977,3.389337641,2.54541587
1364,Pakistan,PAK,1977,46.58701743,29.36132703
1365,Panama,PAN,1977,24.87220877,9.440934047
1366,Peru,PER,1977,14.4859375,27.94337556
1367,Philippines,PHL,1977,33.83975584,25.38149293
1368,Papua New Guinea,PNG,1977,1.623018151,32.98421255
1369,Puerto Rico,PRI,1977,55.35512965,2.67785973
1370,Paraguay,PRY,1977,31.92549711,34.11263524
1371,Rwanda,RWA,1977,67.49087961,46.46098263
1372,South Asia,SAS,1977,56.5762444,35.41631015
1373,Saudi Arabia,SAU,1977,40.37977569,1.172370597
1374,Senegal,SEN,1977,45.93569833,26.99630651
1375,Singapore,SGP,1977,11.94029851,1.991659125
1376,Sierra Leone,SLE,1977,37.39262954,36.38148525
1377,El Salvador,SLV,1977,63.17567568,43.0059442
1378,Somalia,SOM,1977,70.11349507,55.93023079
1379,Suriname,SUR,1977,0.391025641,7.178487919
1380,Eswatini,SWZ,1977,80.98837209,26.096823
1381,Seychelles,SYC,1977,10.86956522,9.164639092
1382,Syrian Arab Republic,SYR,1977,76.3956905,19.87191352
1383,Chad,TCD,1977,38.19885642,35.49881018
1384,East Asia & Pacific (IDA & IBRD countries),TEA,1977,39.94972386,29.11328415
1385,Togo,TGO,1977,52.95091009,35.44502501
1386,Thailand,THA,1977,35.16412535,24.78309776
1387,Latin America & the Caribbean (IDA & IBRD countries),TLA,1977,31.78916752,13.12524144
1388,Tonga,TON,1977,45.83333333,38.02104142
1389,South Asia (IDA & IBRD),TSA,1977,56.5762444,35.41631015
1390,Trinidad and Tobago,TTO,1977,20.66276803,4.102060323
1391,Tunisia,TUN,1977,59.01776519,15.81732743
1392,Turkey,TUR,1977,49.41205514,31.43993184
1393,Uganda,UGA,1977,52.7401031,73.28725962
1394,St. Vincent and the Grenadines,VCT,1977,28.20512821,11.89915357
1395,"Venezuela, RB",VEN,1977,23.44991781,5.55932334
1396,World,WLD,1977,37.36135804,8.283606055
1397,South Africa,ZAF,1977,77.75185683,6.625364225
1398,Zambia,ZMB,1977,27.2723604,16.39146194
1399,Zimbabwe,ZWE,1977,31.31704795,17.4806326
1400,Arab World,ARB,1978,28.49410671,7.092604176
1401,United Arab Emirates,ARE,1978,3.069557871,0.629067481
1402,Argentina,ARG,1978,46.87122034,7.504427478
1403,Antigua and Barbuda,ATG,1978,15.90909091,4.494591494
1404,Austria,AUT,1978,38.51780092,4.41461438
1405,Burundi,BDI,1978,82.55451713,53.96401695
1406,Benin,BEN,1978,17.53281305,34.54214391
1407,Burkina Faso,BFA,1978,31.74342105,30.12059514
1408,Bangladesh,BGD,1978,76.72274718,54.2503083
1409,Belize,BLZ,1978,4.077159141,28.98019076
1410,Bolivia,BOL,1978,30.45232161,18.49551874
1411,Brazil,BRA,1978,26.63535188,10.30339894
1412,Barbados,BRB,1978,44.18604651,8.246291642
1413,Brunei Darussalam,BRN,1978,2.84629981,1.08715347
1414,Botswana,BWA,1978,45.8807545,18.43746804
1415,Chile,CHL,1978,22.86384446,7.600799633
1416,China,CHN,1978,44.4997602,27.68541782
1417,Cote d'Ivoire,CIV,1978,54.11949686,25.88063721
1418,Cameroon,CMR,1978,18.34317023,31.35335451
1419,"Congo, Rep.",COG,1978,30.80527086,16.03630862
1420,Colombia,COL,1978,40.79405137,23.04046127
1421,Costa Rica,CRI,1978,46.22013318,20.41372629
1422,Caribbean small states,CSS,1978,6.210796661,7.738896083
1423,Cuba,CUB,1978,55.38175047,12.14488293
1424,Cyprus,CYP,1978,18.86363636,10.91807019
1425,Dominica,DMA,1978,25.33333333,25.83520148
1426,Denmark,DNK,1978,68.94028794,4.709023463
1427,Dominican Republic,DOM,1978,53.09459739,18.7204292
1428,East Asia & Pacific (excluding high income),EAP,1978,40.20918387,26.96343991
1429,Early-demographic dividend,EAR,1978,36.28253325,17.97558967
1430,East Asia & Pacific,EAS,1978,47.6534145,8.925664099
1431,Ecuador,ECU,1978,21.69122959,18.20012391
1432,"Egypt, Arab Rep.",EGY,1978,2.551609825,23.39454237
1433,Finland,FIN,1978,8.487146656,8.253430235
1434,Fiji,FJI,1978,15.3256705,20.09399032
1435,France,FRA,1978,58.36921942,4.170503277
1436,Gabon,GAB,1978,20.17697054,6.509643917
1437,Ghana,GHA,1978,52.73798014,60.71190317
1438,"Gambia, The",GMB,1978,57.41106719,27.94363839
1439,Guinea-Bissau,GNB,1978,49.0398293,51.61292975
1440,Grenada,GRD,1978,55.88235294,16.04286616
1441,Guatemala,GTM,1978,28.04217992,25.84356321
1442,Guyana,GUY,1978,8.26009652,20.24138203
1443,Honduras,HND,1978,29.10894629,39.38804109
1444,IBRD only,IBD,1978,37.91893621,17.86729589
1445,IDA & IBRD total,IBT,1978,37.23806036,19.90647613
1446,India,IND,1978,60.74014779,33.16003828
1447,"Iran, Islamic Rep.",IRN,1978,36.14221862,7.462283232
1448,Iraq,IRQ,1978,21.46695018,7.845233006
1449,Jordan,JOR,1978,12.71532185,9.682801106
1450,Kenya,KEN,1978,44.94500474,32.06422309
1451,Kiribati,KIR,1978,46.91358025,18.48101266
1452,St. Kitts and Nevis,KNA,1978,42.85714286,8.631153068
1453,"Korea, Rep.",KOR,1978,23.46050176,19.91691347
1454,Latin America & Caribbean (excluding high income),LAC,1978,32.47083278,12.02595653
1455,Latin America & Caribbean,LCN,1978,32.1836339,11.11953132
1456,Sri Lanka,LKA,1978,39.37171105,30.78518565
1457,Low & middle income,LMY,1978,37.33219837,20.52678371
1458,Lesotho,LSO,1978,75.52700922,30.33334771
1459,Morocco,MAR,1978,62.55433565,18.91975197
1460,Madagascar,MDG,1978,61.90459814,28.47915941
1461,Mexico,MEX,1978,50.51467373,10.26948224
1462,Middle income,MIC,1978,37.40717558,20.18209948
1463,Mali,MLI,1978,26.28688975,52.13692704
1464,Malta,MLT,1978,43.75,4.20351554
1465,Mauritania,MRT,1978,38.27107791,23.47425803
1466,Mauritius,MUS,1978,56.15763547,15.61201662
1467,Malawi,MWI,1978,42.08739924,36.83027351
1468,Malaysia,MYS,1978,13.98146401,26.38947421
1469,Niger,NER,1978,23.50990763,52.68034939
1470,Netherlands,NLD,1978,60.6042654,3.532125412
1471,Norway,NOR,1978,2.464106187,4.228990356
1472,Nepal,NPL,1978,28.35664336,58.8688401
1473,New Zealand,NZL,1978,63.79172838,8.956570784
1474,Oman,OMN,1978,3.395799677,3.243528448
1475,Pakistan,PAK,1978,47.24081569,28.6768292
1476,Panama,PAN,1978,24.88566048,8.72367662
1477,Peru,PER,1978,14.5265625,11.65864721
1478,Philippines,PHL,1978,34.00744542,24.91105774
1479,Papua New Guinea,PNG,1978,1.669390098,36.02722138
1480,Puerto Rico,PRI,1978,55.80608794,2.94312584
1481,Paraguay,PRY,1978,31.22325698,32.06745168
1482,Rwanda,RWA,1978,68.09890555,42.41825691
1483,South Asia,SAS,1978,56.90094194,34.54855207
1484,Saudi Arabia,SAU,1978,40.40396522,1.537354319
1485,Senegal,SEN,1978,45.93050434,20.79958183
1486,Singapore,SGP,1978,11.94029851,1.665448755
1487,Sierra Leone,SLE,1978,37.53117207,31.97070148
1488,El Salvador,SLV,1978,65.15444015,37.03627924
1489,Somalia,SOM,1978,70.12146523,54.9810896
1490,Suriname,SUR,1978,0.397435897,6.233854521
1491,Eswatini,SWZ,1978,80.98837209,31.39770425
1492,Seychelles,SYC,1978,10.86956522,8.406186954
1493,Syrian Arab Republic,SYR,1978,76.22701056,22.02599648
1494,Chad,TCD,1978,38.23856417,36.09220788
1495,East Asia & Pacific (IDA & IBRD countries),TEA,1978,40.36168138,26.91924071
1496,Togo,TGO,1978,54.78948336,24.08602163
1497,Thailand,THA,1978,35.96860381,24.49815527
1498,Latin America & the Caribbean (IDA & IBRD countries),TLA,1978,32.06511498,11.32689935
1499,Tonga,TON,1978,45.83333333,35.7026227
1500,South Asia (IDA & IBRD),TSA,1978,56.90094194,34.54855207
1501,Trinidad and Tobago,TTO,1978,20.66276803,3.651632697
1502,Tunisia,TUN,1978,58.14881565,15.08917428
1503,Turkey,TUR,1978,49.43284435,31.8035274
1504,Uganda,UGA,1978,53.10044542,73.65537312
1505,St. Vincent and the Grenadines,VCT,1978,28.20512821,14.26357868
1506,"Venezuela, RB",VEN,1978,23.51340627,5.708210103
1507,World,WLD,1978,37.50730284,7.359022833
1508,South Africa,ZAF,1978,77.71888318,6.293826735
1509,Zambia,ZMB,1978,27.11228292,16.12831564
1510,Zimbabwe,ZWE,1978,31.44629701,14.06929014
1511,Arab World,ARB,1979,28.50745736,5.613126763
1512,United Arab Emirates,ARE,1979,3.083638412,0.547223178
1513,Argentina,ARG,1979,46.82517932,7.796277359
1514,Antigua and Barbuda,ATG,1979,15.90909091,3.57760157
1515,Austria,AUT,1979,38.05885202,4.288925793
1516,Burundi,BDI,1979,81.77570093,53.8322492
1517,Benin,BEN,1979,17.71018092,34.99288604
1518,Burkina Faso,BFA,1979,31.92616959,29.37995092
1519,Bangladesh,BGD,1979,76.69201813,52.45201206
1520,Belize,BLZ,1979,4.120999562,28.06324111
1521,Bolivia,BOL,1979,30.94710606,18.05010531
1522,Brazil,BRA,1979,27.22411924,10.06231357
1523,Barbados,BRB,1979,44.18604651,8.143588222
1524,Brunei Darussalam,BRN,1979,2.84629981,0.902068196
1525,Botswana,BWA,1979,45.88428352,14.47171506
1526,Chile,CHL,1979,22.72935126,7.268811729
1527,China,CHN,1979,44.98407373,30.7032787
1528,Cote d'Ivoire,CIV,1979,54.16666667,26.40238586
1529,Cameroon,CMR,1979,18.85299655,30.82360287
1530,"Congo, Rep.",COG,1979,30.81112738,14.31372549
1531,Colombia,COL,1979,40.80847228,21.46587742
1532,Costa Rica,CRI,1979,47.84567176,18.50140494
1533,Caribbean small states,CSS,1979,6.416259199,7.617035654
1534,Cuba,CUB,1979,54.58100559,12.17936285
1535,Cyprus,CYP,1979,18.66883117,10.241347
1536,Dominica,DMA,1979,25.33333333,22.56619309
1537,Denmark,DNK,1979,68.90042473,3.973380656
1538,Dominican Republic,DOM,1979,53.61208859,18.67316505
1539,East Asia & Pacific (excluding high income),EAP,1979,40.47216621,29.68617351
1540,Early-demographic dividend,EAR,1979,36.37397824,16.61998049
1541,East Asia & Pacific,EAS,1979,47.70212908,10.37688604
1542,Ecuador,ECU,1979,22.35948562,16.02256886
1543,"Egypt, Arab Rep.",EGY,1979,2.458184741,20.05644264
1544,Finland,FIN,1979,8.429364063,8.131651039
1545,Fiji,FJI,1979,15.59934319,19.71368223
1546,France,FRA,1979,58.13728391,4.133497401
1547,Gabon,GAB,1979,19.98680483,7.446478436
1548,Ghana,GHA,1979,52.73798014,59.96740132
1549,"Gambia, The",GMB,1979,56.32411067,26.69293006
1550,Guinea-Bissau,GNB,1979,49.07539118,51.58866284
1551,Grenada,GRD,1979,55.88235294,17.33926302
