,Country Name,Country Code,year,totalNaturalResourcesRents,grossSavings,imports,exports
1004,Philippines,PHL,1986,2.32996546,18.49156625,2.965868632,4.801960479
1005,Papua New Guinea,PNG,1986,20.39574014,15.42557568,0.460418011,9.157758106
1006,Portugal,PRT,1986,0.389874207,26.3542858,5.960314832,7.496896684
1007,Pacific island small states,PSS,1986,2.180777551,9.451704742,0.532386687,11.84295054
1008,Post-demographic dividend,PST,1986,0.646277517,20.81917805,3.550588275,3.027545931
1009,South Asia,SAS,1986,2.105998686,16.82273151,3.575763041,5.543955922
1010,Senegal,SEN,1986,1.883595878,2.630968603,1.266882306,2.437385657
1011,Singapore,SGP,1986,0.001958441,39.79376123,2.784651584,4.345478061
1012,Solomon Islands,SLB,1986,10.22224758,-55.25291829,0.417051645,32.7765417
1013,El Salvador,SLV,1986,0.308831583,15.94185302,2.606900734,1.413809252
1014,Sweden,SWE,1986,0.482364145,23.58388623,2.467263517,7.479646908
1015,Seychelles,SYC,1986,0.0,31.31127194,1.132317751,1.922459433
1016,East Asia & Pacific (IDA & IBRD countries),TEA,1986,6.100759639,33.1510278,4.555920104,6.286778357
1017,Togo,TGO,1986,7.153218806,13.52830899,1.087014095,15.29718203
1018,Thailand,THA,1986,1.239928723,24.39762978,4.531266366,8.213435932
1019,Latin America & the Caribbean (IDA & IBRD countries),TLA,1986,3.447590049,17.96399559,3.317132477,3.19174324
1020,Tonga,TON,1986,0.202477559,23.46840718,2.76830857,0.008480031
1021,South Asia (IDA & IBRD),TSA,1986,2.105998686,16.82273151,3.575763041,5.543955922
1022,Tunisia,TUN,1986,5.358818864,19.28786393,3.874517704,0.747383791
1023,Turkey,TUR,1986,0.629506277,38.40115241,4.16377116,4.699960789
1024,Upper middle income,UMC,1986,4.49435035,30.16409785,4.249696236,5.368209234
1025,Uruguay,URY,1986,0.383931061,12.57930327,4.841696131,21.23662222
1026,United States,USA,1986,0.972120386,18.95654912,2.032740336,4.281799448
1027,"Venezuela, RB",VEN,1986,8.940263837,19.64233439,3.184138704,0.067242909
1028,World,WLD,1986,1.523111963,23.5508783,3.630130322,3.780332404
1029,Zimbabwe,ZWE,1986,3.730943847,18.29974723,2.906735882,8.912239962
1030,Argentina,ARG,1987,1.881547068,15.19790162,4.218503617,3.538938236
1031,Bangladesh,BGD,1987,0.48116444,22.62537719,3.69934149,8.60944878
1032,Bahrain,BHR,1987,8.64494048,24.88630429,0.872550553,0.147899217
1033,"Bahamas, The",BHS,1987,0.043034982,17.49078546,0.587927327,0.271800125
1034,Belize,BLZ,1987,0.76802523,50.50469652,0.222837228,3.473771081
1035,Bolivia,BOL,1987,3.413872829,4.797133249,1.734417342,6.322806829
1036,Brazil,BRA,1987,2.182906941,22.66060326,2.272938947,3.524810769
1037,Barbados,BRB,1987,0.349250758,26.67537021,2.74257095,0.860172617
1038,Canada,CAN,1987,2.808570576,20.25177182,1.912664829,10.97513594
1039,Chile,CHL,1987,8.592948602,17.86205853,3.278110163,10.91000501
1040,China,CHN,1987,6.153548043,37.2337647,6.526180168,5.90692936
1041,Cameroon,CMR,1987,7.303928715,18.94135734,0.307835345,15.49573997
1042,Colombia,COL,1987,5.341047346,21.31223286,4.012538612,3.95454982
1043,Costa Rica,CRI,1987,3.259083458,21.41881378,1.660766567,3.473380103
1044,Cyprus,CYP,1987,0.037944948,25.76364696,1.407694661,1.054361567
1045,Germany,DEU,1987,0.148765369,20.97377995,3.617246557,1.163201098
1046,Denmark,DNK,1987,0.326150132,21.06518649,3.639387497,5.331374808
1047,Algeria,DZA,1987,9.804963789,21.34692036,3.661594012,0.014451042
1048,East Asia & Pacific (excluding high income),EAP,1987,7.160608916,35.34561829,5.815007342,7.405307239
1049,Early-demographic dividend,EAR,1987,7.416850346,19.93113903,4.273090549,3.698001342
1050,East Asia & Pacific,EAS,1987,1.262595347,35.95813826,5.948535272,5.383267468
1051,Europe & Central Asia,ECS,1987,0.425890647,21.46593739,3.766525333,2.449430208
1052,Ecuador,ECU,1987,6.388718728,11.75806351,2.590949576,1.313670629
1053,"Egypt, Arab Rep.",EGY,1987,13.00994796,25.99051456,5.379414271,10.41152139
1054,Euro area,EMU,1987,0.149788141,21.99980586,3.672233099,2.407498843
1055,Spain,ESP,1987,0.119374532,21.68978997,4.552380978,2.620007682
1056,European Union,EUU,1987,0.204602906,22.09352124,3.748538467,2.667034022
1057,Finland,FIN,1987,0.566258563,26.67786762,3.031332314,12.36461196
1058,Fiji,FJI,1987,2.730698829,16.56586844,0.3087344,4.785266557
1059,France,FRA,1987,0.0944507,21.37974081,3.17449396,2.36400812
1060,United Kingdom,GBR,1987,1.10004898,17.06355201,3.662758857,1.374541667
1061,Guatemala,GTM,1987,0.688732905,7.663029929,1.866493653,6.005491904
1062,High income,HIC,1987,1.087946488,21.48382559,3.678635441,3.300608054
1063,Honduras,HND,1987,0.684199803,9.250646287,0.67573353,5.341778746
1064,IBRD only,IBD,1987,5.888320968,28.99392144,5.259407218,5.857189126
1065,IDA & IBRD total,IBT,1987,5.968740331,28.99781872,5.142643354,5.939069034
1066,IDA blend,IDB,1987,7.733199978,37.35188164,2.75231952,5.797713309
1067,Indonesia,IDN,1987,10.83150495,24.10224052,4.993921721,9.373042872
1068,India,IND,1987,2.17434205,16.9825251,4.023251744,2.789864176
1069,Iceland,ISL,1987,0.0,20.32499883,1.955243572,0.943664557
1070,Italy,ITA,1987,0.071946976,21.92190257,6.339865457,1.188131867
1071,Jamaica,JAM,1987,4.964428143,16.26161787,1.702545385,0.695335557
1072,Jordan,JOR,1987,0.057633698,14.50756213,2.203257936,0.731325324
1073,Kenya,KEN,1987,3.905212605,18.25796915,2.26144575,7.940473035
1074,Kiribati,KIR,1987,0.044745506,46.78990242,0.911921435,2.621866685
1075,"Korea, Rep.",KOR,1987,0.067129696,39.17007749,9.69724778,0.749110738
1076,Kuwait,KWT,1987,39.91674585,52.29217458,0.999275241,1.165888186
1077,Latin America & Caribbean (excluding high income),LAC,1987,3.620723445,21.52472362,4.46169063,2.790180277
1078,Latin America & Caribbean,LCN,1987,4.494109183,21.38515589,4.370533941,3.368375396
1079,Sri Lanka,LKA,1987,0.458943841,24.16404001,1.856746867,9.921555244
1080,Low & middle income,LMY,1987,5.660046869,29.21006336,5.16448572,6.042365547
1081,Late-demographic dividend,LTE,1987,6.500740742,33.78366358,5.296572842,6.468270514
1082,Morocco,MAR,1987,0.6467412,25.92645444,7.056529871,3.044070707
1083,Mexico,MEX,1987,7.935724973,25.74445988,6.569001493,1.350405619
1084,Middle income,MIC,1987,5.553663185,29.34986086,5.178786042,5.991322034
1085,Mali,MLI,1987,3.433926091,10.73342545,0.757548288,85.86574554
1086,Malta,MLT,1987,0.0,28.57311073,1.434802476,0.322400772
1087,Malaysia,MYS,1987,27.53885888,31.04889564,1.789473594,22.63547085
1088,North America,NAC,1987,1.424543278,19.67107229,2.081808098,6.101766897
1089,Nigeria,NGA,1987,11.76814442,51.59596612,1.63214752,0.519733225
1090,Netherlands,NLD,1987,0.497601959,25.93843883,2.520156602,4.55731744
1091,Nepal,NPL,1987,1.680118445,16.80707054,1.935511535,1.534862257
1092,OECD members,OED,1987,0.849874404,21.31250834,3.951754655,3.350537755
1093,Oman,OMN,1987,42.68306872,28.59093456,0.839662321,0.035541325
1094,Pakistan,PAK,1987,1.005652808,20.39677652,4.648288099,13.19560409
1095,Panama,PAN,1987,0.124543182,23.24661111,0.795558894,0.367823349
1096,Peru,PER,1987,5.686702266,15.55676092,2.950381722,3.848654517
1097,Philippines,PHL,1987,2.648020325,21.80891603,2.910278878,4.859781505
1098,Papua New Guinea,PNG,1987,24.25908529,13.54935179,0.480761716,11.91870265
1099,Portugal,PRT,1987,0.315927972,28.64628463,5.016285182,8.482289677
1100,Pacific island small states,PSS,1987,2.702862365,12.87398099,0.6070054,12.78146787
1101,Post-demographic dividend,PST,1987,0.749321026,21.26274625,3.74774825,3.298670823
1102,South Asia,SAS,1987,1.907713475,17.92830087,3.942365013,4.266091324
1103,Senegal,SEN,1987,1.495691607,5.943214386,1.800192978,2.426647496
1104,Singapore,SGP,1987,0.001696303,37.8543961,2.771606293,4.358879436
1105,Solomon Islands,SLB,1987,9.0473588,-18.77813505,0.271098632,31.42042499
1106,El Salvador,SLV,1987,0.304132434,15.76377666,2.633826235,2.857168458
1107,Sweden,SWE,1987,0.438911488,23.76591225,2.534111023,7.720543985
1108,Seychelles,SYC,1987,0.0,33.94976807,0.856679874,0.001385474
1109,East Asia & Pacific (IDA & IBRD countries),TEA,1987,7.160608916,35.34561829,5.815007342,7.405307239
1110,Togo,TGO,1987,5.596831361,12.70244606,0.839015564,12.17549019
1111,Thailand,THA,1987,1.208085772,27.30851653,5.206982393,8.197679032
1112,Latin America & the Caribbean (IDA & IBRD countries),TLA,1987,4.803643439,21.38842528,4.384653899,3.371484703
1113,Tonga,TON,1987,0.18237838,26.71613073,4.155136155,1.815542378
1114,South Asia (IDA & IBRD),TSA,1987,1.907713475,17.92830087,3.942365013,4.266091324
1115,Tunisia,TUN,1987,6.445724692,22.88302416,4.810737136,0.830344957
1116,Turkey,TUR,1987,0.557772321,24.17218295,6.04327602,2.294219338
1117,Upper middle income,UMC,1987,5.517061688,31.62757234,5.565328821,6.129223106
1118,Uruguay,URY,1987,0.401934081,12.74481479,4.834988088,23.17410345
1119,United States,USA,1987,1.301972552,19.61686558,2.113230613,4.771791722
1120,"Venezuela, RB",VEN,1987,17.53480297,23.98154277,5.036813355,0.045377497
1121,World,WLD,1987,1.806265681,24.40695357,4.106313795,4.141629715
1122,Canada,CAN,1988,2.823362479,21.0446828,1.787910326,10.04938564
1123,Germany,DEU,1988,0.135821278,22.14742119,3.683430848,1.173602308
1124,Denmark,DNK,1988,0.254747464,21.2070897,3.847233417,4.702203757
1125,Europe & Central Asia,ECS,1988,0.823468073,22.44347276,3.593917674,2.477180359
1126,Euro area,EMU,1988,0.158586966,23.01400458,3.777207435,2.48164252
1127,Spain,ESP,1988,0.229109202,22.83530546,4.159241156,2.780529242
1128,European Union,EUU,1988,0.226295849,23.07359733,3.732818411,2.735863418
1129,Finland,FIN,1988,0.549989081,28.96850778,2.931417407,11.93944112
1130,France,FRA,1988,0.104798641,22.68689099,3.156934103,2.321812665
1131,United Kingdom,GBR,1988,0.650499352,17.2435631,3.436401327,1.295852958
1132,India,IND,1988,2.048187996,18.15681125,4.52579324,1.97400603
1133,Iceland,ISL,1988,0.0,20.14903611,1.972992786,0.951000108
1134,Italy,ITA,1988,0.077743262,21.98321814,6.449998291,1.259389784
1135,"Korea, Rep.",KOR,1988,0.117775617,41.4173594,9.968244593,0.953184636
1136,Kuwait,KWT,1988,33.74508777,49.02270189,1.021167769,0.89166447
1137,Mauritius,MUS,1988,0.042700377,28.3861439,2.211595304,0.260866569
1138,Malaysia,MYS,1988,24.28764824,31.6553031,1.664827757,21.53393684
1139,Netherlands,NLD,1988,0.394256126,27.18717027,2.523863187,4.535582014
1140,Norway,NOR,1988,3.133856817,26.28331615,2.473231647,2.846359311
1141,Oman,OMN,1988,35.16945326,21.42347651,1.01597798,0.033484195
1142,Portugal,PRT,1988,0.294749259,28.89346398,4.735208142,8.51413374
1143,South Asia,SAS,1988,1.775229546,18.54133074,4.52579324,1.97400603
1144,Sweden,SWE,1988,0.70123804,24.4578832,2.615181652,7.861830594
1145,Togo,TGO,1988,5.595214615,12.75744648,0.797752622,17.55965527
1146,South Asia (IDA & IBRD),TSA,1988,1.775229546,18.54133074,4.52579324,1.97400603
1147,Australia,AUS,1989,2.931048691,25.55183143,2.332107422,15.27788167
1148,Bangladesh,BGD,1989,0.44518234,22.34616809,3.948580818,6.754306044
1149,Brazil,BRA,1989,1.89537948,35.81872726,3.428060951,3.514469083
1150,Canada,CAN,1989,2.797493396,20.21532395,1.690471555,10.47998678
1151,Cyprus,CYP,1989,0.050036182,26.33699096,1.371267265,0.858821356
1152,Germany,DEU,1989,0.17644772,23.15342734,3.650477166,1.131237822
1153,Denmark,DNK,1989,0.471078972,21.4625716,3.672497015,4.171220583
1154,Europe & Central Asia,ECS,1989,1.124556195,22.55984885,3.503032092,2.392478355
1155,Euro area,EMU,1989,0.189752934,23.38989241,3.638590587,2.355618522
1156,Spain,ESP,1989,0.236020413,22.29778064,3.772909872,2.656312482
1157,European Union,EUU,1989,0.261908512,23.44214054,3.601263905,2.605640322
1158,Finland,FIN,1989,0.629706969,28.39135673,2.588751173,11.4861851
1159,Fiji,FJI,1989,2.789730743,8.867690328,0.411260808,5.563384724
1160,France,FRA,1989,0.121512904,23.21577224,3.047148025,2.137705271
1161,United Kingdom,GBR,1989,0.811194489,16.96653583,3.225081753,1.222764279
1162,High income,HIC,1989,1.128885833,22.03882661,3.643219638,3.291817198
1163,Indonesia,IDN,1989,10.67389905,26.18621821,5.423315454,9.23454626
1164,India,IND,1989,2.896726685,20.14443853,3.91700699,2.140529509
1165,Iceland,ISL,1989,0.0,20.03539412,1.860787341,1.073185794
1166,Italy,ITA,1989,0.0901074,21.27472581,6.069146337,0.94066834
1167,Jordan,JOR,1989,0.087336453,28.19945334,1.391805967,0.698164536
1168,Kiribati,KIR,1989,0.037236147,44.83852494,1.290366166,1.423131925
1169,"Korea, Rep.",KOR,1989,0.109872096,38.71988655,8.961106134,1.196215587
1170,Kuwait,KWT,1989,48.02712764,51.80906128,0.862560074,0.838832548
1171,Latin America & Caribbean (excluding high income),LAC,1989,4.132586789,25.3391988,4.058428719,2.919570725
1172,Mexico,MEX,1989,6.619019422,19.72772637,4.466988838,1.971713372
1173,Malaysia,MYS,1989,27.4341822,30.68048451,1.569165812,17.90089536
1174,North America,NAC,1989,1.304231716,19.78653359,2.104399509,5.855291548
1175,Netherlands,NLD,1989,0.476300017,28.57410471,2.623028498,4.386571759
1176,Norway,NOR,1989,6.030151604,27.11750103,2.025556757,2.786165211
1177,OECD members,OED,1989,0.840202438,21.78712957,3.707600393,3.303196051
1178,Oman,OMN,1989,45.7030909,26.33477356,0.567963548,0.035241164
1179,Portugal,PRT,1989,0.44192531,29.27369465,4.107188849,7.87931907
1180,Post-demographic dividend,PST,1989,0.727423747,21.92292159,3.628581254,3.407727324
1181,South Asia,SAS,1989,2.457586806,20.06598481,3.920050667,2.637947251
1182,Singapore,SGP,1989,0.001109141,42.76351565,2.178154799,3.647255434
1183,Sweden,SWE,1989,0.725261093,25.14565238,2.353021709,7.855240115
1184,Thailand,THA,1989,1.26633307,34.04926335,4.888735953,6.404410875
1185,South Asia (IDA & IBRD),TSA,1989,2.457586806,20.06598481,3.920050667,2.637947251
1186,Turkey,TUR,1989,0.674805794,26.07633862,4.532994178,3.313295041
1187,United States,USA,1989,1.155015045,19.74650718,2.181296789,4.593181129
1188,Australia,AUS,1990,3.484548981,24.30545998,2.049729949,10.5178903
1189,Bangladesh,BGD,1990,0.537215496,23.02441179,5.374359471,6.811230596
1190,Brazil,BRA,1990,2.284146965,18.95279122,2.570037409,3.442709883
1191,Canada,CAN,1990,2.892106043,17.82406242,1.602032865,9.015501479
1192,Chile,CHL,1990,11.16295105,23.66556171,2.172465085,9.549914845
1193,Cameroon,CMR,1990,13.10435184,16.18676864,0.455971371,14.29032736
1194,Cyprus,CYP,1990,0.030395286,23.09605607,1.448345083,0.523754088
1195,Germany,DEU,1990,0.234098237,24.40255624,3.145564258,1.106875852
1196,Denmark,DNK,1990,0.539644959,22.65146491,3.325872255,3.404562751
1197,Europe & Central Asia,ECS,1990,1.344278887,22.11882609,3.113428073,2.155260116
1198,Ecuador,ECU,1990,13.17072735,17.76415116,2.757595955,1.404449679
1199,Euro area,EMU,1990,0.187916466,23.58136869,3.197394125,2.136463023
1200,Spain,ESP,1990,0.12289429,21.80507657,3.194590943,2.093963831
1201,European Union,EUU,1990,0.279290107,23.49283714,3.175321135,2.360592928
1202,Finland,FIN,1990,0.475621505,26.68080247,2.324402355,9.6145843
1203,Fiji,FJI,1990,2.317327853,5.989344003,0.334841824,6.029415083
1204,France,FRA,1990,0.108876817,23.32729934,2.618418807,1.86003478
1205,United Kingdom,GBR,1990,1.003549837,15.68613553,2.874626901,1.053459087
1206,High income,HIC,1990,1.311965138,21.30429226,3.159447614,2.962871219
1207,Indonesia,IDN,1990,12.27483802,22.45364177,4.684031291,5.065645461
1208,India,IND,1990,3.374451148,21.21356324,3.990425576,4.050730741
1209,Iceland,ISL,1990,0.0,19.75115837,1.746410995,0.534821962
1210,Italy,ITA,1990,0.086444002,21.10747302,5.41024797,0.724057495
1211,Jordan,JOR,1990,0.144936129,20.96693931,1.431939814,0.444642259
1212,Kenya,KEN,1990,4.963898607,18.99172983,2.865020719,5.587722835
1213,Kiribati,KIR,1990,0.039813574,53.90667103,2.553233655,24.03894285
1214,"Korea, Rep.",KOR,1990,0.070009432,39.02619049,8.045812985,1.266075407
1215,Kuwait,KWT,1990,55.61264708,19.68368411,0.844918449,0.084161012
1216,Latin America & Caribbean (excluding high income),LAC,1990,4.29517618,18.4037441,3.177188191,2.653699609
1217,Sri Lanka,LKA,1990,0.467031774,23.70049146,1.803668666,5.799413255
1218,Madagascar,MDG,1990,5.137165007,31.18550266,1.36288469,3.672782493
1219,Mexico,MEX,1990,7.355505813,19.8222349,3.54525201,1.554244351
1220,Malta,MLT,1990,0.0,30.75757026,0.972199069,0.139223527
1221,Mauritius,MUS,1990,0.03449796,25.82150924,2.641181096,0.523951728
1222,Malaysia,MYS,1990,25.77574256,30.38268284,1.30998633,13.80499434
1223,North America,NAC,1990,1.457767473,18.67647508,1.866014434,5.472980625
1224,Netherlands,NLD,1990,0.589759927,27.27713878,2.448622732,4.233547386
1225,Norway,NOR,1990,7.712591265,26.78421641,1.882702665,2.089915298
1226,OECD members,OED,1990,0.92233912,21.07349921,3.221416002,2.99763967
1227,Oman,OMN,1990,52.04049608,21.88978166,0.759858562,0.033674418
1228,Pakistan,PAK,1990,1.872611138,18.02974965,3.966685457,10.21190784
1229,Portugal,PRT,1990,0.353535881,28.00318687,3.806506773,6.301152149
1230,Post-demographic dividend,PST,1990,0.797223626,21.25225136,3.153856218,3.019407964
1231,Romania,ROU,1990,4.93071309,20.70124723,4.366393725,2.588836511
1232,South Asia,SAS,1990,2.932294489,21.01630466,4.021941842,4.78329749
1233,Singapore,SGP,1990,0.000920372,43.73468201,1.673156476,2.55648089
1234,Sweden,SWE,1990,0.454480046,24.02805312,1.958621678,7.260629642
1235,Thailand,THA,1990,1.095822987,33.03020591,4.667945336,5.102139392
1236,Latin America & the Caribbean (IDA & IBRD countries),TLA,1990,5.914309268,19.16444895,3.115403447,3.14774895
1237,South Asia (IDA & IBRD),TSA,1990,2.932294489,21.01630466,4.021941842,4.78329749
1238,Tunisia,TUN,1990,6.906911161,23.43426229,4.333790225,0.952039057
1239,Turkey,TUR,1990,0.581025915,21.69096243,4.26278148,3.042226945
1240,United States,USA,1990,1.315296535,18.75604547,1.915055491,4.506202869
1241,"Venezuela, RB",VEN,1990,31.25636146,29.55053634,3.738187472,0.438018917
1242,Zimbabwe,ZWE,1990,4.212482292,15.62696872,2.582876797,7.267913373
1243,Australia,AUS,1991,2.555840626,20.68204613,1.817228021,10.65631936
1244,Bangladesh,BGD,1991,0.527433774,22.56040592,4.250814575,5.421778234
1245,Brazil,BRA,1991,1.343947583,18.73280916,2.623139987,3.392559369
1246,Canada,CAN,1991,2.215512475,15.19677807,1.419229778,8.034906094
1247,Chile,CHL,1991,5.944274345,22.66724943,2.570273769,9.37076023
1248,Colombia,COL,1991,4.326872544,22.96913897,3.52747315,5.195564718
1249,Cyprus,CYP,1991,0.018745723,17.15716658,1.349320859,0.435758489
1250,Germany,DEU,1991,0.135006693,23.71694179,2.655727666,1.12965541
1251,Denmark,DNK,1991,0.323168018,21.64724803,2.991510188,3.457755423
1252,Early-demographic dividend,EAR,1991,7.181549476,19.3677217,3.027417898,2.482337748
1253,Europe & Central Asia,ECS,1991,0.742533537,21.14407413,2.753316391,1.986457904
1254,Ecuador,ECU,1991,7.56051485,18.26716437,2.621547499,1.708430603
1255,Euro area,EMU,1991,0.126718227,22.76906941,2.808882824,2.025078388
1256,Spain,ESP,1991,0.074844352,21.19783043,2.674219281,1.795426516
1257,European Union,EUU,1991,0.194438825,22.6606901,2.799594892,2.228559191
1258,Finland,FIN,1991,0.343544875,19.39511891,2.38928027,8.722472359
1259,Fiji,FJI,1991,1.250667219,7.475074727,0.375718002,4.758707753
1260,France,FRA,1991,0.082373312,22.96077059,2.371084665,1.627022124
1261,United Kingdom,GBR,1991,0.506402202,14.98939888,2.531396499,0.57411068
1262,High income,HIC,1991,0.874629252,19.58945482,2.745829788,2.543566499
1263,Indonesia,IDN,1991,7.510940629,22.07300051,4.740959689,5.221833951
1264,India,IND,1991,3.003445676,21.7599661,3.119527812,2.007664016
1265,Iceland,ISL,1991,0.0,18.9450766,1.638986281,0.422244614
1266,Italy,ITA,1991,0.051598484,20.25976542,4.920585064,0.65498109
1267,Jamaica,JAM,1991,8.080036596,18.40586531,1.734450704,0.328923076
1268,Jordan,JOR,1991,0.11391068,14.48571752,1.547148191,0.476417587
1269,Kenya,KEN,1991,5.198748487,19.37219181,1.816893357,5.590264836
1270,Kiribati,KIR,1991,0.037986534,100.6717495,1.395695959,22.90337981
1271,"Korea, Rep.",KOR,1991,0.038230153,39.03767304,6.741003968,1.166625285
1272,Kuwait,KWT,1991,9.153959074,-236.2658329,0.852453695,0.060886844
1273,Latin America & Caribbean (excluding high income),LAC,1991,2.381531419,17.72426962,2.860850668,3.019090153
1274,Latin America & Caribbean,LCN,1991,3.164861207,18.26436485,2.8333433,3.361205792
1275,Sri Lanka,LKA,1991,0.541072206,23.61268956,2.154269848,4.899737982
1276,Madagascar,MDG,1991,6.204274152,25.81134271,1.196767651,5.454743192
1277,Mexico,MEX,1991,3.604417555,18.21582325,2.980235302,1.723748315
1278,Malta,MLT,1991,0.0,31.05688145,0.876288326,0.119334248
1279,Mauritius,MUS,1991,0.024712415,27.58217822,2.690855881,0.566122663
1280,Malaysia,MYS,1991,20.37526626,29.27826201,1.041854655,11.28030857
1281,North America,NAC,1991,1.085823199,18.50152601,1.722652185,4.820208591
1282,Netherlands,NLD,1991,0.488229265,26.81241241,2.13973845,4.311123276
1283,Norway,NOR,1991,4.2562608,25.47755447,1.789204453,1.738850408
1284,OECD members,OED,1991,0.621279152,20.41156464,2.888403671,2.764460414
1285,Oman,OMN,1991,33.59761165,14.03849752,0.67414477,0.029190989
1286,Pakistan,PAK,1991,1.144630346,21.36396976,3.787959663,8.715718494
1287,Philippines,PHL,1991,1.042864356,20.994024,2.519643707,1.60522925
1288,Portugal,PRT,1991,0.347836419,25.23975034,3.30845697,5.164602808
1289,Post-demographic dividend,PST,1991,0.553678584,20.6849407,2.827282001,2.74104778
1290,Romania,ROU,1991,4.039610466,24.91555878,3.056193173,2.495798757
1291,South Asia,SAS,1991,2.479020754,21.74372238,3.237323908,2.876288812
1292,Saudi Arabia,SAU,1991,32.66831573,8.585122247,0.986207011,0.037304456
1293,Singapore,SGP,1991,0.000727895,44.97423481,1.408841906,2.022779167
1294,Sweden,SWE,1991,0.292402591,20.90794358,1.905265075,6.459337659
1295,Togo,TGO,1991,6.296871246,14.00437647,1.316866472,24.29585011
1296,Thailand,THA,1991,0.694437656,34.59667397,4.990898237,4.537312145
1297,Latin America & the Caribbean (IDA & IBRD countries),TLA,1991,3.319410028,18.27547729,2.8333433,3.361205792
1298,South Asia (IDA & IBRD),TSA,1991,2.479020754,21.74372238,3.237323908,2.876288812
1299,Tunisia,TUN,1991,4.475130243,22.23498288,3.649703665,0.747860774
1300,Turkey,TUR,1991,0.410970077,18.57506123,3.842803191,2.750709482
1301,United States,USA,1991,0.974148697,18.81001518,1.779020346,3.942896031
1302,"Venezuela, RB",VEN,1991,18.38631424,24.46700765,3.183658473,0.14977459
1303,World,WLD,1991,1.544373506,23.28548877,2.827214025,2.799721608
1304,Zimbabwe,ZWE,1991,9.664191621,13.46896643,2.783895002,6.482004265
1305,Argentina,ARG,1992,1.165310967,13.65162817,1.906213515,2.774877345
1306,Australia,AUS,1992,2.422480002,18.17887464,1.880987337,10.14325957
1307,Bangladesh,BGD,1992,0.516541063,21.99400383,3.858723526,4.743527966
1308,Belize,BLZ,1992,0.63901383,18.14763083,1.024086416,3.364149513
1309,Bolivia,BOL,1992,3.861799639,8.480538254,1.27762415,7.721389006
1310,Brazil,BRA,1992,2.064278315,20.19839824,2.716827014,3.292478067
1311,Barbados,BRB,1992,0.301247726,14.51314627,2.166101131,0.497736845
1312,Canada,CAN,1992,2.429238206,14.10436831,1.474944526,8.269844868
1313,Chile,CHL,1992,4.627581872,21.81696142,2.021173165,10.57355259
1314,China,CHN,1992,5.110135827,40.60555263,4.880286362,2.309765015
1315,Colombia,COL,1992,3.769692822,19.08409142,3.532820996,6.297291972
1316,Cyprus,CYP,1992,0.012802457,18.55622738,1.176483217,0.73572277
1317,Germany,DEU,1992,0.095615294,23.50981697,2.694635521,1.101332305
1318,Denmark,DNK,1992,0.319657194,22.1473256,3.058367246,3.222961528
1319,East Asia & Pacific (excluding high income),EAP,1992,5.657009116,38.39098592,4.515526937,3.253501859
1320,Early-demographic dividend,EAR,1992,6.799789215,19.81308917,2.987846599,2.408108239
1321,East Asia & Pacific,EAS,1992,0.965079908,36.55475948,4.31732589,2.587820787
1322,Europe & Central Asia,ECS,1992,0.72515976,20.32943196,2.782705515,2.051836619
1323,Ecuador,ECU,1992,7.970044869,21.57444729,1.661721096,1.282974977
1324,Euro area,EMU,1992,0.098735177,22.05143595,2.810921576,1.991383652
1325,Spain,ESP,1992,0.071311117,19.34372803,2.488309316,1.518528797
1326,European Union,EUU,1992,0.15622679,21.83732767,2.80177851,2.324338814
1327,Finland,FIN,1992,0.428506923,16.97430726,3.305658233,8.298357368
1328,Fiji,FJI,1992,1.019817372,10.55714015,0.300893411,6.074782903
1329,France,FRA,1992,0.077070144,22.37867511,2.32592038,1.561841375
1330,United Kingdom,GBR,1992,0.480298905,13.9647483,2.391059369,0.664141585
1331,Ghana,GHA,1992,7.578577559,6.935061321,1.12739272,8.444341609
1332,High income,HIC,1992,0.87033315,19.77427679,2.674615526,2.416586462
1333,IBRD only,IBD,1992,4.89913942,30.5099927,3.79344302,3.021998895
1334,IDA & IBRD total,IBT,1992,5.29385062,30.3202517,3.758886687,3.161490088
1335,Indonesia,IDN,1992,7.039650077,23.30042166,5.610946086,4.661251933
1336,India,IND,1992,2.755069221,23.24679983,3.686855826,1.595791889
1337,Iceland,ISL,1992,0.0,18.64447335,1.652264386,0.443624911
1338,Italy,ITA,1992,0.044277058,19.25904952,4.709148182,0.640306553
1339,Jamaica,JAM,1992,8.666915729,26.07481581,1.640928742,0.32294711
1340,Jordan,JOR,1992,0.062331287,16.9288926,1.245270077,0.731439325
1341,Kenya,KEN,1992,5.377811359,15.12458071,1.854280517,5.508343563
1342,Kiribati,KIR,1992,0.052208216,95.99555621,1.144468207,5.072691939
1343,"Korea, Rep.",KOR,1992,0.027147232,38.13350402,6.424239643,1.19985106
1344,Kuwait,KWT,1992,29.59149425,22.89988164,0.627178774,0.042135013
1345,Latin America & Caribbean (excluding high income),LAC,1992,2.473265166,17.71339465,2.3856663,2.771413674
1346,Latin America & Caribbean,LCN,1992,3.184213199,17.9995791,2.353283128,3.190331423
1347,Sri Lanka,LKA,1992,0.508323376,24.45369021,1.986269617,4.190651138
1348,Low & middle income,LMY,1992,5.178795391,30.56551896,3.857672264,3.041013453
1349,Late-demographic dividend,LTE,1992,5.933282303,35.50083525,3.620905276,2.888899416
1350,Madagascar,MDG,1992,5.704826512,32.80456723,1.422263654,3.20765717
1351,Mexico,MEX,1992,3.272531696,16.44626251,2.37613469,1.356515998
