,Country Name,Country Code,year,agriculturalLand,agriculturalMachinery
2189,Belgium,BEL,1972,53.26020719,996.9300912
2190,Benin,BEN,1972,16.02518624,0.640625
2191,Burkina Faso,BFA,1972,30.34356725,0.306748466
2192,Bangladesh,BGD,1972,76.75347622,2.704478266
2193,Bulgaria,BGR,1972,54.43369791,140.503876
2194,"Bahamas, The",BHS,1972,0.999000999,84.28571429
2195,Belize,BLZ,1972,3.638754932,154.75
2196,Bermuda,BMU,1972,5.555555556,1666.666667
2197,Bolivia,BOL,1972,28.86550355,14.6878825
2198,Brazil,BRA,1972,23.61051622,66.00551688
2199,Barbados,BRB,1972,44.18604651,265.625
2200,Brunei Darussalam,BRN,1972,3.415559772,32.5
2201,Botswana,BWA,1972,45.8807545,42.39401496
2202,Canada,CAN,1972,7.032442929,156.4016542
2203,Switzerland,CHE,1972,42.06638332,2162.534435
2204,Chile,CHL,1972,20.98093962,85.2073963
2205,China,CHN,1972,40.82686982,19.28204094
2206,Cote d'Ivoire,CIV,1972,51.28930818,9.304093567
2207,Cameroon,CMR,1972,17.12466417,0.366972477
2208,"Congo, Rep.",COG,1972,30.89311859,12.34615385
2209,Colombia,COL,1972,40.62009914,67.03177258
2210,Cabo Verde,CPV,1972,16.12903226,1.578947368
2211,Costa Rica,CRI,1972,36.95652174,185.9649123
2212,Caribbean small states,CSS,1972,5.531126482,158.6177122
2213,Cuba,CUB,1972,51.96461825,183.2030651
2214,Cyprus,CYP,1972,42.64069264,284.8220065
2215,Germany,DEU,1972,54.27491192,1295.507331
2216,Djibouti,DJI,1972,56.12597066,50.0
2217,Denmark,DNK,1972,69.76634411,651.9954734
2218,Dominican Republic,DOM,1972,49.05816601,23.41176471
2219,Algeria,DZA,1972,19.06001495,62.51920123
2220,East Asia & Pacific (excluding high income),EAP,1972,38.62290715,17.13438484
2221,Early-demographic dividend,EAR,1972,36.06006213,25.41670422
2222,East Asia & Pacific,EAS,1972,46.75032244,53.51429524
2223,Ecuador,ECU,1972,17.97066898,21.32564841
2224,"Egypt, Arab Rep.",EGY,1972,2.868049626,67.88990826
2225,Euro area,EMU,1972,53.41951043,703.8628939
2226,Spain,ESP,1972,65.16467246,187.9844057
2227,Ethiopia,ETH,1972,54.06902816,2.581538462
2228,European Union,EUU,1972,50.7512814,525.5277969
2229,Fragile and conflict affected situations,FCS,1972,30.28152122,9.475584646
2230,Finland,FIN,1972,8.58104337,669.9963455
2231,Fiji,FJI,1972,12.58894362,371.4285714
2232,France,FRA,1972,59.3809696,767.6631233
2233,United Kingdom,GBR,1972,77.52655727,652.1461636
2234,Ghana,GHA,1972,51.41953063,12.16470588
2235,Guinea,GIN,1972,58.52596451,7.85431271
2236,"Gambia, The",GMB,1972,53.55731225,3.260869565
2237,Guinea-Bissau,GNB,1972,48.64864865,0.571428571
2238,Greece,GRC,1972,71.06283941,236.3149079
2239,Grenada,GRD,1972,58.82352941,55.0
2240,Guam,GUM,1972,31.48148148,370.0
2241,Guyana,GUY,1972,6.984901632,93.05555556
2242,High income,HIC,1972,38.49574649,350.0457858
2243,"Hong Kong SAR, China",HKG,1972,11.76470588,5.454545455
2244,Honduras,HND,1972,27.52703548,16.15497076
2245,Heavily indebted poor countries (HIPC),HPC,1972,34.66816231,5.724804937
2246,Haiti,HTI,1972,57.47460087,1.7578125
2247,Hungary,HUN,1972,76.09203068,125.2945721
2248,IBRD only,IBD,1972,36.760784,38.13362265
2249,IDA & IBRD total,IBT,1972,36.43020352,30.41311464
2250,IDA total,IDA,1972,35.66132525,7.514845606
2251,IDA blend,IDB,1972,37.46073119,8.91934872
2252,Indonesia,IDN,1972,21.16948282,0.083333333
2253,IDA only,IDX,1972,35.25973801,6.582256408
2254,India,IND,1972,59.85019457,10.61266278
2255,Ireland,IRL,1972,82.47931485,705.1762941
2256,"Iran, Islamic Rep.",IRN,1972,37.32901103,14.13693227
2257,Iraq,IRQ,1972,20.94336603,34.0
2258,Iceland,ISL,1972,19.7605985,853.6585366
2259,Israel,ISR,1972,24.35304991,512.4615385
2260,Italy,ITA,1972,59.52874775,743.4025338
2261,Jordan,JOR,1972,12.56799637,109.7212544
2262,Japan,JPN,1972,17.68685215,575.1235911
2263,Kenya,KEN,1972,44.37396774,17.22285714
2264,Cambodia,KHM,1972,13.87944709,6.85
2265,Kiribati,KIR,1972,46.91358025,45.0
2266,St. Kitts and Nevis,KNA,1972,42.85714286,255.0
2267,"Korea, Rep.",KOR,1972,23.5330707,1.007604563
2268,Kuwait,KWT,1972,7.575757576,90.0
2269,Latin America & Caribbean (excluding high income),LAC,1972,30.73737041,62.93293282
2270,Lao PDR,LAO,1972,6.551126516,5.0
2271,Lebanon,LBN,1972,62.07233627,118.75
2272,Libya,LBY,1972,7.637223365,34.68208092
2273,St. Lucia,LCA,1972,32.78688525,106.0
2274,Latin America & Caribbean,LCN,1972,30.51724667,66.65237391
2275,Least developed countries: UN classification,LDC,1972,35.47356913,5.222624662
2276,Low income,LIC,1972,36.88347083,7.884195682
2277,Liechtenstein,LIE,1972,56.25,1120.0
2278,Sri Lanka,LKA,1972,37.39435497,182.4817518
2279,Lower middle income,LMC,1972,38.27999777,12.81634098
2280,Low & middle income,LMY,1972,36.5191815,26.79386415
2281,Lesotho,LSO,1972,77.70092227,21.12676056
2282,Morocco,MAR,1972,58.63243267,17.7001823
2283,Madagascar,MDG,1972,60.90724628,10.9138756
2284,Middle East & North Africa,MEA,1972,26.39202513,34.25209858
2285,Mexico,MEX,1972,49.97556522,53.32503958
2286,Middle income,MIC,1972,36.44121087,28.6619154
2287,Mali,MLI,1972,26.04348503,3.78346915
2288,Malta,MLT,1972,43.75,133.8461538
2289,Myanmar,MMR,1972,16.53303547,7.252758275
2290,Middle East & North Africa (excluding high income),MNA,1972,24.0371912,31.96142439
2291,Mongolia,MNG,1972,90.55524087,81.18556701
2292,Mauritania,MRT,1972,38.31667799,5.857740586
2293,Malaysia,MYS,1972,12.4182925,51.30929565
2294,North America,NAC,1972,27.33026884,256.8196917
2295,New Caledonia,NCL,1972,14.44201313,771.4285714
2296,Niger,NER,1972,24.61277335,0.054595901
2297,Nigeria,NGA,1972,60.55315832,1.538461538
2298,Nicaragua,NIC,1972,29.99833804,5.769230769
2299,Netherlands,NLD,1972,62.61848341,1888.888889
2300,Norway,NOR,1972,2.491485144,1206.027743
2301,Nepal,NPL,1972,26.72727273,4.379562044
2302,New Zealand,NZL,1972,60.996544,325.3134531
2303,OECD members,OED,1972,39.92265798,318.4675487
2304,Oman,OMN,1972,3.373182553,17.39130435
2305,Pakistan,PAK,1972,46.05775218,10.05702044
2306,Panama,PAN,1972,23.44632768,69.44444444
2307,Peru,PER,1972,14.275,39.29824561
2308,Philippines,PHL,1972,28.2639308,16.19361702
2309,Papua New Guinea,PNG,1972,1.499359625,122.7192982
2310,Poland,POL,1972,63.24398446,187.7937214
2311,Pre-demographic dividend,PRE,1972,35.96835775,6.244096922
2312,Puerto Rico,PRI,1972,58.06087937,378.2608696
2313,"Korea, Dem. People's Rep.",PRK,1972,19.76580018,102.3255814
2314,Portugal,PRT,1972,43.07103825,173.771823
2315,Paraguay,PRY,1972,29.24238611,62.11180124
2316,West Bank and Gaza,PSE,1972,61.12956811,81.47058824
2317,Post-demographic dividend,PST,1972,39.29407599,357.7388288
2318,French Polynesia,PYF,1972,12.02185792,700.0
2319,Qatar,QAT,1972,4.392764858,300.0
2320,Romania,ROU,1972,64.87366502,119.0219294
2321,Rwanda,RWA,1972,61.12687475,1.15942029
2322,South Asia,SAS,1972,56.07852827,10.42942132
2323,Saudi Arabia,SAU,1972,40.24626807,4.75862069
2324,Senegal,SEN,1972,46.4654859,1.021988232
2325,Solomon Islands,SLB,1972,1.964987496,4.0
2326,Sierra Leone,SLE,1972,37.04627321,3.780487805
2327,Somalia,SOM,1972,70.07364428,10.88794926
2328,Sub-Saharan Africa (excluding high income),SSA,1972,39.66814192,20.29116242
2329,Sub-Saharan Africa,SSF,1972,39.66751829,20.29330332
2330,Small states,SST,1972,34.04062089,139.5143422
2331,Suriname,SUR,1972,0.33974359,290.9090909
2332,Sweden,SWE,1972,9.099770922,601.2553684
2333,Eswatini,SWZ,1972,87.96511628,107.8571429
2334,Seychelles,SYC,1972,10.86956522,260.0
2335,Syrian Arab Republic,SYR,1972,77.05408641,18.16494484
2336,East Asia & Pacific (IDA & IBRD countries),TEA,1972,38.76648635,15.95378133
2337,Togo,TGO,1972,52.95091009,0.361111111
2338,Thailand,THA,1972,29.81072246,5.323193916
2339,Latin America & the Caribbean (IDA & IBRD countries),TLA,1972,30.40543387,63.16964689
2340,Timor-Leste,TLS,1972,16.47612643,12.5
2341,Middle East & North Africa (IDA & IBRD countries),TMN,1972,24.01134064,31.86070168
2342,Tonga,TON,1972,45.83333333,61.76470588
2343,South Asia (IDA & IBRD),TSA,1972,56.07852827,10.42942132
2344,Sub-Saharan Africa (IDA & IBRD countries),TSS,1972,39.66751829,20.29330332
2345,Trinidad and Tobago,TTO,1972,19.68810916,448.68
2346,Tunisia,TUN,1972,57.58882595,72.75541796
2347,Turkey,TUR,1972,50.44761769,52.72474876
2348,Tanzania,TZA,1972,32.73876722,22.57142857
2349,Uganda,UGA,1972,50.54802062,3.922077922
2350,Uruguay,URY,1972,87.98994401,175.5078352
2351,United States,USA,1972,47.19968206,277.533392
2352,St. Vincent and the Grenadines,VCT,1972,28.20512821,120.0
2353,"Venezuela, RB",VEN,1972,22.74814353,72.6584022
2354,British Virgin Islands,VGB,1972,53.33333333,15.0
2355,Virgin Islands (U.S.),VIR,1972,42.85714286,126.0
2356,Vietnam,VNM,1972,19.80706012,30.3539823
2357,World,WLD,1972,37.05108256,141.1547488
2358,Samoa,WSM,1972,22.61484099,15.38461538
2359,"Yemen, Rep.",YEM,1972,44.39077978,15.6133829
2360,South Africa,ZAF,1972,78.47315533,129.3590361
2361,Zambia,ZMB,1972,27.24142106,11.76470588
2362,Zimbabwe,ZWE,1972,30.76127698,64.18219462
2363,Afghanistan,AFG,1973,58.2789572,0.739570164
2364,Africa Western and Central,AFW,1973,34.3923339,2.087282512
2365,Albania,ALB,1973,41.82481752,149.3430657
2366,Arab World,ARB,1973,28.33185186,40.30711794
2367,United Arab Emirates,ARE,1973,2.999155168,182.5
2368,Argentina,ARG,1973,47.10142544,69.23076923
2369,American Samoa,ASM,1973,15.0,120.0
2370,Antigua and Barbuda,ATG,1973,15.90909091,496.6666667
2371,Australia,AUS,1973,64.81092902,224.1007773
2372,Austria,AUT,1973,39.01913296,1833.758256
2373,Burundi,BDI,1973,77.88161994,0.043010753
2374,Belgium,BEL,1973,53.71724558,1025.248731
2375,Benin,BEN,1973,16.2025541,0.646153846
2376,Burkina Faso,BFA,1973,30.60307018,0.318742031
2377,Bangladesh,BGD,1973,76.7381117,2.913152995
2378,Bulgaria,BGR,1973,54.07213233,145.631068
2379,"Bahamas, The",BHS,1973,0.999000999,88.57142857
2380,Belize,BLZ,1973,3.682595353,156.5853659
2381,Bermuda,BMU,1973,5.555555556,1500.0
2382,Bolivia,BOL,1973,28.90058156,15.49463647
2383,Brazil,BRA,1973,24.02998753,69.20250839
2384,Barbados,BRB,1973,44.18604651,268.75
2385,Brunei Darussalam,BRN,1973,3.415559772,50.0
2386,Botswana,BWA,1973,45.8807545,43.64089776
2387,Canada,CAN,1973,7.035454443,158.6679378
2388,Switzerland,CHE,1973,41.83616677,2224.366042
2389,Chile,CHL,1973,21.30103345,83.25207216
2390,China,CHN,1973,41.42179592,23.86333931
2391,Cote d'Ivoire,CIV,1973,51.69811321,10.57471264
2392,Cameroon,CMR,1973,17.26216919,0.422018349
2393,"Congo, Rep.",COG,1973,30.90483163,12.32824427
2394,Colombia,COL,1973,40.63452005,66.03773585
2395,Cabo Verde,CPV,1973,16.12903226,1.842105263
2396,Costa Rica,CRI,1973,40.10967489,191.9434629
2397,Caribbean small states,CSS,1973,5.565711462,159.8356757
2398,Cuba,CUB,1973,54.47858473,192.1551724
2399,Cyprus,CYP,1973,42.66233766,298.8925081
2400,Germany,DEU,1973,54.12597027,1302.209341
2401,Djibouti,DJI,1973,56.12597066,50.0
2402,Denmark,DNK,1973,70.47439226,673.8484734
2403,Dominican Republic,DOM,1973,49.78265369,23.23699422
2404,Algeria,DZA,1973,18.60152661,62.96068796
2405,East Asia & Pacific (excluding high income),EAP,1973,39.01733288,20.12953013
2406,Early-demographic dividend,EAR,1973,36.12349058,27.84665838
2407,East Asia & Pacific,EAS,1973,46.92632548,59.56588484
2408,Ecuador,ECU,1973,18.18740066,24.13793103
2409,"Egypt, Arab Rep.",EGY,1973,2.868049626,73.58060962
2410,Euro area,EMU,1973,53.19549965,727.8906032
2411,Spain,ESP,1973,64.5884189,205.8421577
2412,European Union,EUU,1973,50.56733513,544.9996762
2413,Fragile and conflict affected situations,FCS,1973,30.59109375,11.07703032
2414,Finland,FIN,1973,8.477297351,698.6971353
2415,Fiji,FJI,1973,12.86261631,400.0
2416,France,FRA,1973,59.28052509,772.6953673
2417,United Kingdom,GBR,1973,77.27855165,664.3109541
2418,Ghana,GHA,1973,51.41953063,12.11764706
2419,Guinea,GIN,1973,58.42829237,8.526251151
2420,"Gambia, The",GMB,1973,54.0513834,3.146853147
2421,Guinea-Bissau,GNB,1973,48.82645804,0.56
2422,Greece,GRC,1973,70.93095423,263.1112614
2423,Grenada,GRD,1973,58.82352941,55.0
2424,Guam,GUM,1973,31.48148148,370.0
2425,Guyana,GUY,1973,6.995068883,92.81767956
2426,High income,HIC,1973,38.39446828,359.2504249
2427,"Hong Kong SAR, China",HKG,1973,11.76470588,5.454545455
2428,Honduras,HND,1973,27.61640897,17.99709724
2429,Heavily indebted poor countries (HIPC),HPC,1973,34.68122444,6.409477704
2430,Haiti,HTI,1973,57.4383164,1.822916667
2431,Hungary,HUN,1973,75.9697677,122.7337713
2432,IBRD only,IBD,1973,36.99444746,41.27903093
2433,IDA & IBRD total,IBT,1973,36.68099213,33.16930895
2434,IDA total,IDA,1973,35.95194527,7.819394405
2435,IDA blend,IDB,1973,39.02590537,8.223154902
2436,Indonesia,IDN,1973,21.14188246,0.083333333
2437,IDA only,IDX,1973,35.265906,7.48281374
2438,India,IND,1973,60.12094753,11.44364273
2439,Ireland,IRL,1973,82.47931485,766.173032
2440,"Iran, Islamic Rep.",IRN,1973,37.74712051,18.74031122
2441,Iraq,IRQ,1973,20.96622997,36.0
2442,Iceland,ISL,1973,19.66084788,870.9677419
2443,Israel,ISR,1973,24.81515712,533.8323353
2444,Italy,ITA,1973,59.44034545,799.7049957
2445,Jordan,JOR,1973,12.5793291,114.5833333
2446,Japan,JPN,1973,17.58592471,680.5184447
2447,Kenya,KEN,1973,44.38275293,16.34571429
2448,Cambodia,KHM,1973,13.87944709,6.85
2449,Kiribati,KIR,1973,46.91358025,65.0
2450,St. Kitts and Nevis,KNA,1973,42.85714286,237.5
2451,"Korea, Rep.",KOR,1973,23.54343769,1.398568019
2452,Kuwait,KWT,1973,7.575757576,90.0
2453,Latin America & Caribbean (excluding high income),LAC,1973,30.9839846,65.28772426
2454,Lao PDR,LAO,1973,6.637781629,5.0
2455,Lebanon,LBN,1973,63.04985337,125.0
2456,Libya,LBY,1973,7.75486775,44.95677233
2457,St. Lucia,LCA,1973,32.78688525,116.0
2458,Latin America & Caribbean,LCN,1973,30.75625093,69.18539088
2459,Least developed countries: UN classification,LDC,1973,35.45353688,5.782391685
2460,Low income,LIC,1973,36.91514848,9.993296862
2461,Liechtenstein,LIE,1973,56.25,1100.0
2462,Sri Lanka,LKA,1973,37.49003349,183.5748792
2463,Lower middle income,LMC,1973,38.56332269,13.38157307
2464,Low & middle income,LMY,1973,36.77733037,29.01101022
2465,Lesotho,LSO,1973,77.70092227,26.45070423
2466,Morocco,MAR,1973,59.20905221,19.52466991
2467,Madagascar,MDG,1973,60.94163772,9.152380952
2468,Middle East & North Africa,MEA,1973,26.43915188,37.22894991
2469,Mexico,MEX,1973,50.10416935,54.00981997
2470,Middle income,MIC,1973,36.74783245,30.44796224
2471,Mali,MLI,1973,26.04348503,4.016298021
2472,Malta,MLT,1973,43.75,247.6923077
2473,Myanmar,MMR,1973,15.79398354,7.801792304
2474,Middle East & North Africa (excluding high income),MNA,1973,24.09086597,34.8460314
2475,Mongolia,MNG,1973,90.55524087,87.45247148
2476,Mauritania,MRT,1973,38.3040652,7.079646018
2477,Malaysia,MYS,1973,12.6644042,49.78885509
2478,North America,NAC,1973,27.27106755,256.6106429
2479,New Caledonia,NCL,1973,14.44201313,800.0
2480,Niger,NER,1973,24.32620194,0.057354302
2481,Nigeria,NGA,1973,66.20771435,1.460674157
2482,Nicaragua,NIC,1973,30.08143593,6.19047619
2483,Netherlands,NLD,1973,62.23341232,1959.264126
2484,Norway,NOR,1973,2.47505777,1269.949239
2485,Nepal,NPL,1973,27.64335664,4.942263279
2486,New Zealand,NZL,1973,60.84842961,328.2967033
2487,OECD members,OED,1973,39.83446433,326.9590226
2488,Oman,OMN,1973,3.37641357,21.73913043
2489,Pakistan,PAK,1973,47.21876297,9.665171419
2490,Panama,PAN,1973,23.71536185,76.62037037
2491,Peru,PER,1973,14.31171875,39.13793103
2492,Philippines,PHL,1973,28.82339134,17.61473684
2493,Papua New Guinea,PNG,1973,1.521441505,104.0833333
2494,Poland,POL,1973,63.09706487,215.6783784
2495,Pre-demographic dividend,PRE,1973,36.27308189,6.041660335
2496,Puerto Rico,PRI,1973,55.46786922,452.6315789
2497,"Korea, Dem. People's Rep.",PRK,1973,20.18104809,104.5454545
2498,Portugal,PRT,1973,43.12568306,195.6875509
2499,Paraguay,PRY,1973,29.61490058,63.43283582
2500,West Bank and Gaza,PSE,1973,61.12956811,96.56862745
2501,Post-demographic dividend,PST,1973,39.18006082,366.1826341
2502,French Polynesia,PYF,1973,12.02185792,700.0
2503,Qatar,QAT,1973,4.392764858,330.0
2504,Romania,ROU,1973,64.70435009,120.6388486
2505,Rwanda,RWA,1973,61.00526956,1.31147541
2506,South Asia,SAS,1973,56.46306053,11.02148967
2507,Saudi Arabia,SAU,1973,40.27092278,4.9
2508,Senegal,SEN,1973,46.72518569,1.036901494
2509,Solomon Islands,SLB,1973,1.964987496,4.0
2510,Sierra Leone,SLE,1973,37.11554447,3.855421687
2511,Somalia,SOM,1973,70.08161444,11.88222923
2512,Sub-Saharan Africa (excluding high income),SSA,1973,39.90922397,21.89748279
2513,Sub-Saharan Africa,SSF,1973,39.90859512,21.89996727
2514,Small states,SST,1973,34.03866255,144.268491
2515,Suriname,SUR,1973,0.358974359,280.0
2516,Sweden,SWE,1973,9.060778866,605.554081
2517,Eswatini,SWZ,1973,87.96511628,110.0595238
2518,Seychelles,SYC,1973,10.86956522,280.0
2519,Syrian Arab Republic,SYR,1973,78.77897486,20.85405405
2520,East Asia & Pacific (IDA & IBRD countries),TEA,1973,39.1607586,18.93191334
2521,Togo,TGO,1973,52.95091009,0.377777778
2522,Thailand,THA,1973,31.4744857,5.035971223
2523,Latin America & the Caribbean (IDA & IBRD countries),TLA,1973,30.63359334,65.3630908
2524,Timor-Leste,TLS,1973,16.81237391,11.76470588
2525,Middle East & North Africa (IDA & IBRD countries),TMN,1973,24.0650527,34.7220636
2526,Tonga,TON,1973,45.83333333,61.76470588
2527,South Asia (IDA & IBRD),TSA,1973,56.46306053,11.02148967
2528,Sub-Saharan Africa (IDA & IBRD countries),TSS,1973,39.90859512,21.89996727
2529,Trinidad and Tobago,TTO,1973,21.44249513,420.4173913
2530,Tunisia,TUN,1973,58.03295572,71.42857143
2531,Turkey,TUR,1973,50.39694399,60.95994989
2532,Tanzania,TZA,1973,32.73876722,21.57142857
2533,Uganda,UGA,1973,50.94840098,4.179487179
2534,Uruguay,URY,1973,87.7613987,181.5320665
2535,United States,USA,1973,47.07958109,276.9313018
2536,St. Vincent and the Grenadines,VCT,1973,25.64102564,154.0
2537,"Venezuela, RB",VEN,1973,22.8773879,87.39655172
2538,British Virgin Islands,VGB,1973,53.33333333,15.0
2539,Virgin Islands (U.S.),VIR,1973,42.85714286,126.0
2540,Vietnam,VNM,1973,19.91459031,30.72183099
2541,World,WLD,1973,37.19047402,145.7176928
2542,Samoa,WSM,1973,22.61484099,17.69230769
2543,"Yemen, Rep.",YEM,1973,44.40025001,17.77777778
2544,South Africa,ZAF,1973,78.3041654,131.4243395
2545,Zambia,ZMB,1973,27.09748584,12.70604396
2546,Zimbabwe,ZWE,1973,30.85175132,65.01035197
2547,Afghanistan,AFG,1974,58.2789572,0.720606827
2548,Africa Western and Central,AFW,1974,33.88026769,2.419265306
2549,Albania,ALB,1974,40.94890511,156.1938959
2550,Arab World,ARB,1974,28.3905057,42.51160907
2551,United Arab Emirates,ARE,1974,3.013235708,164.4444444
2552,Argentina,ARG,1974,47.05538442,69.23076923
2553,American Samoa,ASM,1974,15.0,120.0
2554,Antigua and Barbuda,ATG,1974,15.90909091,793.3333333
2555,Australia,AUS,1974,65.13114562,225.0372175
2556,Austria,AUT,1974,38.83870186,1878.560106
2557,Burundi,BDI,1974,79.04984424,0.053763441
2558,Belgium,BEL,1974,54.87507617,1048.413021
2559,Benin,BEN,1974,16.46860589,0.646616541
2560,Burkina Faso,BFA,1974,30.89546784,0.328812166
2561,Bangladesh,BGD,1974,76.7381117,3.132187055
2562,Bulgaria,BGR,1974,54.57832414,151.2933138
2563,"Bahamas, The",BHS,1974,0.999000999,92.85714286
2564,Belize,BLZ,1974,3.682595353,162.195122
2565,Bermuda,BMU,1974,5.555555556,1333.333333
2566,Bolivia,BOL,1974,29.39444291,16.36469901
2567,Brazil,BRA,1974,24.44945885,72.17787565
2568,Barbados,BRB,1974,44.18604651,271.875
2569,Brunei Darussalam,BRN,1974,3.415559772,67.5
2570,Botswana,BWA,1974,45.8807545,44.88778055
2571,Canada,CAN,1974,7.038465957,158.5575589
2572,Switzerland,CHE,1974,41.67931593,2268.746579
2573,Chile,CHL,1974,21.85514544,82.3699422
2574,China,CHN,1974,42.12643373,28.43921901
2575,Cote d'Ivoire,CIV,1974,52.27987421,11.26760563
2576,Cameroon,CMR,1974,17.51602462,0.454545455
2577,"Congo, Rep.",COG,1974,30.91654466,12.30038023
2578,Colombia,COL,1974,40.64803966,65.63415308
2579,Cabo Verde,CPV,1974,16.12903226,1.842105263
2580,Caribbean small states,CSS,1974,5.570405138,159.7706274
2581,Cuba,CUB,1974,52.4301676,199.8748103
2582,Cyprus,CYP,1974,31.06060606,429.7169811
2583,Germany,DEU,1974,53.90828631,1303.403494
2584,Djibouti,DJI,1974,56.12597066,50.0
2585,Denmark,DNK,1974,69.19990559,691.6319576
2586,Dominican Republic,DOM,1974,50.19664666,22.93785311
2587,Algeria,DZA,1974,18.61496217,63.11124694
2588,East Asia & Pacific (excluding high income),EAP,1974,39.5119239,23.06873112
2589,Early-demographic dividend,EAR,1974,36.14489475,30.17072414
2590,East Asia & Pacific,EAS,1974,47.34850541,73.07530953
2591,Ecuador,ECU,1974,18.66782257,28.20878494
2592,"Egypt, Arab Rep.",EGY,1974,2.855994776,77.1666051
2593,Euro area,EMU,1974,53.0607542,746.2928199
2594,Spain,ESP,1974,64.18809405,223.3660008
2595,European Union,EUU,1974,50.45523157,561.9318032
2596,Fragile and conflict affected situations,FCS,1974,30.33950866,12.26902813
2597,Finland,FIN,1974,8.553793624,715.6293449
2598,Fiji,FJI,1974,13.136289,428.5714286
2599,France,FRA,1974,59.24765234,773.9321681
2600,United Kingdom,GBR,1974,77.03881288,673.2644687
2601,Ghana,GHA,1974,51.41953063,12.07058824
2602,Guinea,GIN,1974,58.33468989,9.202226345
2603,"Gambia, The",GMB,1974,56.71936759,2.705882353
2604,Guinea-Bissau,GNB,1974,49.00426743,0.549019608
2605,Greece,GRC,1974,70.91543832,285.0848033
2606,Grenada,GRD,1974,58.82352941,55.0
2607,Guam,GUM,1974,31.48148148,375.0
2608,Guyana,GUY,1974,6.995068883,93.09392265
2609,High income,HIC,1974,38.43203875,370.1971775
2610,"Hong Kong SAR, China",HKG,1974,11.76470588,5.454545455
2611,Honduras,HND,1974,27.67003307,19.84104046
2612,Heavily indebted poor countries (HIPC),HPC,1974,34.70124233,6.521508473
2613,Haiti,HTI,1974,57.4383164,1.888020833
2614,Hungary,HUN,1974,75.38068245,121.5851043
2615,IBRD only,IBD,1974,37.24729812,44.78740551
2616,IDA & IBRD total,IBT,1974,36.79222557,36.22654538
2617,IDA total,IDA,1974,35.73378103,8.490680607
2618,IDA blend,IDB,1974,37.86410647,9.381956444
2619,Indonesia,IDN,1974,21.14188246,0.086111111
2620,IDA only,IDX,1974,35.25832918,7.791662456
2621,India,IND,1974,60.29954359,12.59131522
2622,Ireland,IRL,1974,82.6244738,845.9696728
2623,"Iran, Islamic Rep.",IRN,1974,37.42724527,23.09102016
2624,Iraq,IRQ,1974,21.21773327,37.25490196
2625,Iceland,ISL,1974,19.55112219,888.0
2626,Israel,ISR,1974,25.18484288,576.2536873
2627,Italy,ITA,1974,59.50834722,837.6456701
2628,Jordan,JOR,1974,12.62466002,122.3103448
2629,Japan,JPN,1974,17.49863612,1104.86139
2630,Kenya,KEN,1974,44.39153811,17.7
2631,Cambodia,KHM,1974,14.16270111,6.664864865
2632,Kiribati,KIR,1974,46.91358025,65.0
2633,St. Kitts and Nevis,KNA,1974,42.85714286,231.25
2634,"Korea, Rep.",KOR,1974,23.51233672,1.869879518
2635,Kuwait,KWT,1974,7.575757576,180.0
2636,Latin America & Caribbean (excluding high income),LAC,1974,31.22308361,66.23079817
2637,Lao PDR,LAO,1974,6.737435009,4.864864865
2638,Lebanon,LBN,1974,62.56109482,126.5822785
2639,Libya,LBY,1974,7.870238812,62.82420749
2640,St. Lucia,LCA,1974,32.62295082,113.2075472
2641,Latin America & Caribbean,LCN,1974,30.99554915,69.85068916
2642,Least developed countries: UN classification,LDC,1974,35.43244523,5.905727135
2643,Low income,LIC,1974,36.86854324,10.71334648
2644,Liechtenstein,LIE,1974,56.25,1082.5
2645,Sri Lanka,LKA,1974,37.58571201,184.6522782
2646,Lower middle income,LMC,1974,38.43654921,14.57929155
2647,Low & middle income,LMY,1974,36.88313724,31.47760395
2648,Lesotho,LSO,1974,77.70092227,28.16901408
2649,Morocco,MAR,1974,59.66838449,21.66805556
2650,Madagascar,MDG,1974,61.00182275,7.358757062
2651,Middle East & North Africa,MEA,1974,26.45438406,40.62325369
2652,Mexico,MEX,1974,50.18184624,54.95251018
2653,Middle income,MIC,1974,36.88626077,33.03195005
2654,Mali,MLI,1974,26.08446226,4.07239819
2655,Malta,MLT,1974,43.75,250.0
2656,Myanmar,MMR,1974,15.81081495,8.069306931
2657,Middle East & North Africa (excluding high income),MNA,1974,24.10127789,38.03529133
2658,Mongolia,MNG,1974,90.55524087,89.88764045
2659,Mauritania,MRT,1974,38.27495877,9.183673469
2660,Malaysia,MYS,1974,12.84879014,47.39813036
2661,North America,NAC,1974,27.21506633,256.0872522
2662,New Caledonia,NCL,1974,14.44201313,828.5714286
2663,Niger,NER,1974,23.50990763,0.066489362
2664,Nigeria,NGA,1974,61.65113036,1.888888889
2665,Nicaragua,NIC,1974,30.16453382,7.245283019
2666,Netherlands,NLD,1974,62.02606635,2017.060367
2667,Norway,NOR,1974,2.466844082,1291.580278
2668,Nepal,NPL,1974,27.93006993,5.688073394
2669,New Zealand,NZL,1974,60.7610801,329.8338525
2670,OECD members,OED,1974,39.86441699,338.2100141
2671,Oman,OMN,1974,3.379644588,26.08695652
2672,Pakistan,PAK,1974,46.36259859,10.80904029
2673,Panama,PAN,1974,24.01129944,83.37182448
2674,Peru,PER,1974,14.31171875,39.65517241
2675,Philippines,PHL,1974,29.71930648,19.55208333
2676,Papua New Guinea,PNG,1974,1.541315197,101.1904762
