,Country Name,Country Code,year,arableLand,landUnderCerealProduction
1762,Early-demographic dividend,EAR,1970,0.315994638,221128780.0
1763,East Asia & Pacific,EAS,1970,0.145654994,151236032.0
1764,Ecuador,ECU,1970,0.284213778,595413.0
1765,"Egypt, Arab Rep.",EGY,1970,0.078953809,1911633.0
1766,Euro area,EMU,1970,0.25630862,36860527.0
1767,Spain,ESP,1970,0.464001704,7432455.0
1768,Ethiopia,ETH,1970,0.440963038,6580200.0
1769,European Union,EUU,1970,0.306932085,59569014.0
1770,Fragile and conflict affected situations,FCS,1970,0.496094467,46768443.0
1771,Finland,FIN,1970,0.55862538,1196900.0
1772,Fiji,FJI,1970,0.128707298,11548.0
1773,France,FRA,1970,0.335214689,9318100.0
1774,Gabon,GAB,1970,0.305438329,5865.0
1775,United Kingdom,GBR,1970,0.127588669,3717376.0
1776,Ghana,GHA,1970,0.194608364,999200.0
1777,Guinea,GIN,1970,0.801279351,376730.0
1778,"Gambia, The",GMB,1970,0.279928683,86327.0
1779,Guinea-Bissau,GNB,1970,0.347548788,69000.0
1780,Greece,GRC,1970,0.342325305,1601300.0
1781,Grenada,GRD,1970,0.052923494,600.0
1782,Guatemala,GTM,1970,0.20164258,757427.0
1783,Guam,GUM,1970,0.023845007,10.0
1784,Guyana,GUY,1970,0.510689005,112100.0
1785,High income,HIC,1970,0.448923896,147838149.0
1786,"Hong Kong SAR, China",HKG,1970,0.003031068,6861.0
1787,Honduras,HND,1970,0.489573195,330744.0
1788,Heavily indebted poor countries (HIPC),HPC,1970,0.482863486,33437277.0
1789,Haiti,HTI,1970,0.192462444,483000.0
1790,Hungary,HUN,1970,0.502325905,3010051.0
1791,IBRD only,IBD,1970,0.238943462,329097041.0
1792,IDA & IBRD total,IBT,1970,0.271680181,412031003.0
1793,IDA total,IDA,1970,0.425468976,82933962.0
1794,IDA blend,IDB,1970,0.521743233,26396636.0
1795,Indonesia,IDN,1970,0.156803742,11073690.0
1796,IDA only,IDX,1970,0.38128368,56537326.0
1797,India,IND,1970,0.289198398,100377004.0
1798,Ireland,IRL,1970,0.465635303,377288.0
1799,"Iran, Islamic Rep.",IRN,1970,0.531320334,7288000.0
1800,Iraq,IRQ,1970,0.488809312,2086907.0
1801,Israel,ISR,1970,0.10928043,130705.0
1802,Italy,ITA,1970,0.222660499,5863821.0
1803,Jamaica,JAM,1970,0.07730707,3663.0
1804,Jordan,JOR,1970,0.164990138,264027.0
1805,Japan,JPN,1970,0.050249993,3445920.0
1806,Kenya,KEN,1970,0.309696308,1635144.0
1807,Cambodia,KHM,1970,0.384902558,2485200.0
1808,"Korea, Rep.",KOR,1970,0.066778684,2159730.0
1809,Kuwait,KWT,1970,0.001343284,4.0
1810,Latin America & Caribbean (excluding high income),LAC,1970,0.355029426,44091597.0
1811,Lao PDR,LAO,1970,0.247356356,679693.0
1812,Lebanon,LBN,1970,0.102287942,57987.0
1813,Liberia,LBR,1970,0.261292326,154000.0
1814,Libya,LBY,1970,0.808520352,375537.0
1815,St. Lucia,LCA,1970,0.048069528,25.0
1816,Latin America & Caribbean,LCN,1970,0.350975312,46548228.0
1817,Least developed countries: UN classification,LDC,1970,0.377066318,52144075.0
1818,Low income,LIC,1970,0.467702264,29479714.0
1819,Sri Lanka,LKA,1970,0.064874029,763084.0
1820,Lower middle income,LMC,1970,0.295930725,197819901.0
1821,Low & middle income,LMY,1970,0.267794326,403044712.0
1822,Lesotho,LSO,1970,0.357653096,301455.0
1823,Late-demographic dividend,LTE,1970,0.171404749,150509035.0
1824,Morocco,MAR,1970,0.442119243,4513200.0
1825,Madagascar,MDG,1970,0.313245812,1107060.0
1826,Maldives,MDV,1970,0.017287878,269.0
1827,Middle East & North Africa,MEA,1970,0.362510954,25107735.0
1828,Mexico,MEX,1970,0.343499231,9739619.0
1829,Middle income,MIC,1970,0.254442495,373564998.0
1830,Mali,MLI,1970,0.288785993,1194900.0
1831,Malta,MLT,1970,0.042953907,2559.0
1832,Myanmar,MMR,1970,0.36561579,5154905.0
1833,Middle East & North Africa (excluding high income),MNA,1970,0.380633483,24632267.0
1834,Mongolia,MNG,1970,0.581786789,418100.0
1835,Mozambique,MOZ,1970,0.308664313,685893.0
1836,Mauritania,MRT,1970,0.242418746,258398.0
1837,Mauritius,MUS,1970,0.121065375,517.0
1838,Malawi,MWI,1970,0.382670714,1120300.0
1839,Malaysia,MYS,1970,0.088022813,712396.0
1840,North America,NAC,1970,1.003560908,72760191.0
1841,Namibia,NAM,1970,0.795132322,149400.0
1842,New Caledonia,NCL,1970,0.0625,545.0
1843,Niger,NER,1970,2.482350085,2923200.0
1844,Nigeria,NGA,1970,0.569475709,12424000.0
1845,Nicaragua,NIC,1970,0.432158762,340353.0
1846,Netherlands,NLD,1970,0.063197328,361706.0
1847,Norway,NOR,1970,0.209507134,257570.0
1848,Nepal,NPL,1970,0.161744113,1994890.0
1849,New Zealand,NZL,1970,1.054897357,195634.0
1850,OECD members,OED,1970,0.459243744,169801873.0
1851,Oman,OMN,1970,0.030393373,3200.0
1852,Other small states,OSS,1970,0.338441407,1192006.0
1853,Pakistan,PAK,1970,0.528017049,9837847.0
1854,Panama,PAN,1970,0.284344093,158060.0
1855,Peru,PER,1970,0.190047556,867040.0
1856,Philippines,PHL,1970,0.130433844,5625250.0
1857,Papua New Guinea,PNG,1970,0.036649358,1475.0
1858,Poland,POL,1970,0.461911016,8346400.0
1859,Pre-demographic dividend,PRE,1970,0.526884624,40738826.0
1860,Puerto Rico,PRI,1970,0.055923473,2260.0
1861,"Korea, Dem. People's Rep.",PRK,1970,0.149197895,1510000.0
1862,Portugal,PRT,1970,0.284663285,1614753.0
1863,Paraguay,PRY,1970,0.325284462,239309.0
1864,Post-demographic dividend,PST,1970,0.460683228,138409395.0
1865,Romania,ROU,1970,0.480632529,5900835.0
1866,Rwanda,RWA,1970,0.138927665,200340.0
1867,South Asia,SAS,1970,0.295416344,126384995.0
1868,Saudi Arabia,SAU,1970,0.233020834,339000.0
1869,Senegal,SEN,1970,0.739399668,1121847.0
1870,Solomon Islands,SLB,1970,0.06240639,708.0
1871,Sierra Leone,SLE,1970,0.14572533,349112.0
1872,El Salvador,SLV,1970,0.122513453,342020.0
1873,Somalia,SOM,1970,0.271732109,480250.0
1874,Sub-Saharan Africa (excluding high income),SSA,1970,0.496145338,52368606.0
1875,Sub-Saharan Africa,SSF,1970,0.496052419,52368606.0
1876,Small states,SST,1970,0.259391695,1378219.0
1877,Sao Tome and Principe,STP,1970,0.013410219,310.0
1878,Suriname,SUR,1970,0.081538135,39261.0
1879,Sweden,SWE,1970,0.379096785,1539265.0
1880,Eswatini,SWZ,1970,0.345506445,112262.0
1881,Syrian Arab Republic,SYR,1970,0.889845027,2551385.0
1882,Chad,TCD,1970,0.79509102,958400.0
1883,East Asia & Pacific (IDA & IBRD countries),TEA,1970,0.141473053,132496688.0
1884,Togo,TGO,1970,0.850853832,397011.0
1885,Thailand,THA,1970,0.333473184,7639240.0
1886,Latin America & the Caribbean (IDA & IBRD countries),TLA,1970,0.357228499,46241488.0
1887,Timor-Leste,TLS,1970,0.136467418,23100.0
1888,Middle East & North Africa (IDA & IBRD countries),TMN,1970,0.380633483,24632267.0
1889,South Asia (IDA & IBRD),TSA,1970,0.295416344,126384995.0
1890,Sub-Saharan Africa (IDA & IBRD countries),TSS,1970,0.496052419,52368606.0
1891,Trinidad and Tobago,TTO,1970,0.060294682,4096.0
1892,Tunisia,TUN,1970,0.630553507,1272700.0
1893,Turkey,TUR,1970,0.710883977,13159450.0
1894,Tanzania,TZA,1970,0.51715908,1748150.0
1895,Uganda,UGA,1970,0.40188798,1212621.0
1896,Upper middle income,UMC,1970,0.2139686,175745097.0
1897,Uruguay,URY,1970,0.642038808,758691.0
1898,United States,USA,1970,0.920425063,59229150.0
1899,St. Vincent and the Grenadines,VCT,1970,0.06629761,135.0
1900,"Venezuela, RB",VEN,1970,0.25718657,722679.0
1901,Vietnam,VNM,1970,0.129709151,4958100.0
1902,Vanuatu,VUT,1970,0.175697519,850.0
1903,World,WLD,1970,0.311690035,551605540.0
1904,"Yemen, Rep.",YEM,1970,0.215068382,1082721.0
1905,South Africa,ZAF,1970,0.560494863,6855800.0
1906,Zambia,ZMB,1970,0.661153149,1101213.0
1907,Zimbabwe,ZWE,1970,0.44145628,1527059.0
1908,Africa Eastern and Southern,AFE,1971,0.407945518,27683001.0
1909,Afghanistan,AFG,1971,0.688426162,3400000.0
1910,Africa Western and Central,AFW,1971,0.575142737,25022578.0
1911,Angola,AGO,1971,0.48003398,649000.0
1912,Albania,ALB,1971,0.242246623,312203.0
1913,Arab World,ARB,1971,0.323598294,16974851.0
1914,Argentina,ARG,1971,1.071742262,12321590.0
1915,Antigua and Barbuda,ATG,1971,0.108773347,35.0
1916,Australia,AUS,1971,1.303006879,11689197.0
1917,Austria,AUT,1971,0.211586402,969719.0
1918,Burundi,BDI,1971,0.263172805,154613.0
1919,Belgium,BEL,1971,0.102034888,502217.0
1920,Benin,BEN,1971,0.419945743,446885.0
1921,Burkina Faso,BFA,1971,0.38438838,1988087.0
1922,Bangladesh,BGD,1971,0.134850901,9531242.0
1923,Bulgaria,BGR,1971,0.48404508,2222151.0
1924,"Bahamas, The",BHS,1971,0.040254408,535.0
1925,Belize,BLZ,1971,0.320525662,13357.0
1926,Bolivia,BOL,1971,0.347247079,463110.0
1927,Brazil,BRA,1971,0.300862937,17674109.0
1928,Barbados,BRB,1971,0.066640843,600.0
1929,Brunei Darussalam,BRN,1971,0.02948287,2734.0
1930,Bhutan,BTN,1971,0.358356382,89700.0
1931,Botswana,BWA,1971,0.618859751,215194.0
1932,Central African Republic,CAF,1971,0.967119565,133000.0
1933,Canada,CAN,1971,1.756121656,18114448.0
1934,Switzerland,CHE,1971,0.05744038,173480.0
1935,Chile,CHL,1971,0.397476907,968330.0
1936,China,CHN,1971,0.118456079,96997311.0
1937,Cote d'Ivoire,CIV,1971,0.319025059,711200.0
1938,Cameroon,CMR,1971,0.814690256,992652.0
1939,"Congo, Dem. Rep.",COD,1971,0.314626556,926372.0
1940,"Congo, Rep.",COG,1971,0.380703878,10500.0
1941,Colombia,COL,1971,0.162379693,1115010.0
1942,Comoros,COM,1971,0.277014213,12300.0
1943,Cabo Verde,CPV,1971,0.140058603,3000.0
1944,Costa Rica,CRI,1971,0.150310589,94500.0
1945,Caribbean small states,CSS,1971,0.141124083,167711.0
1946,Cuba,CUB,1971,0.256763381,274100.0
1947,Cyprus,CYP,1971,0.500918081,156857.0
1948,Germany,DEU,1971,0.152784648,7571500.0
1949,Dominica,DMA,1971,0.09780771,135.0
1950,Denmark,DNK,1971,0.533333226,1756753.0
1951,Dominican Republic,DOM,1971,0.178509605,104000.0
1952,Algeria,DZA,1971,0.428986785,2952400.0
1953,East Asia & Pacific (excluding high income),EAP,1971,0.136766239,137241406.0
1954,Early-demographic dividend,EAR,1971,0.307737658,219570723.0
1955,East Asia & Pacific,EAS,1971,0.139652292,155099713.0
1956,Ecuador,ECU,1971,0.276914266,612063.0
1957,"Egypt, Arab Rep.",EGY,1971,0.077452632,1927747.0
1958,Euro area,EMU,1971,0.246638849,36740019.0
1959,Spain,ESP,1971,0.477406676,7436300.0
1960,Ethiopia,ETH,1971,0.436601347,6670300.0
1961,European Union,EUU,1971,0.298507112,59999874.0
1962,Fragile and conflict affected situations,FCS,1971,0.479335493,45131982.0
1963,Finland,FIN,1971,0.553476012,1212100.0
1964,Fiji,FJI,1971,0.126029397,9376.0
1965,France,FRA,1971,0.325674434,9544110.0
1966,Gabon,GAB,1971,0.316346103,5900.0
1967,United Kingdom,GBR,1971,0.127593594,3814169.0
1968,Ghana,GHA,1971,0.189452046,956300.0
1969,Guinea,GIN,1971,0.782608613,384775.0
1970,"Gambia, The",GMB,1971,0.278180989,87327.0
1971,Guinea-Bissau,GNB,1971,0.341055099,68000.0
1972,Greece,GRC,1971,0.338691859,1633500.0
1973,Grenada,GRD,1971,0.053071796,570.0
1974,Guatemala,GTM,1971,0.196795349,754153.0
1975,Guam,GUM,1971,0.023329328,10.0
1976,Guyana,GUY,1971,0.504424928,102990.0
1977,High income,HIC,1971,0.438023129,157896301.0
1978,"Hong Kong SAR, China",HKG,1971,0.002719205,4653.0
1979,Honduras,HND,1971,0.47639044,333638.0
1980,Heavily indebted poor countries (HIPC),HPC,1971,0.474506356,34105614.0
1981,Haiti,HTI,1971,0.189187911,487000.0
1982,Hungary,HUN,1971,0.500022329,3135042.0
1983,IBRD only,IBD,1971,0.23386095,333906155.0
1984,IDA & IBRD total,IBT,1971,0.264907682,414729899.0
1985,IDA total,IDA,1971,0.410764078,80823744.0
1986,IDA blend,IDB,1971,0.495764678,25460817.0
1987,Indonesia,IDN,1971,0.15269747,10951020.0
1988,IDA only,IDX,1971,0.371674335,55362927.0
1989,India,IND,1971,0.281325932,99673104.0
1990,Ireland,IRL,1971,0.455540516,386391.0
1991,"Iran, Islamic Rep.",IRN,1971,0.53210921,6925656.0
1992,Iraq,IRQ,1971,0.472705683,1473575.0
1993,Israel,ISR,1971,0.106223526,137585.0
1994,Italy,ITA,1971,0.175890256,5515115.0
1995,Jamaica,JAM,1971,0.076144225,4353.0
1996,Jordan,JOR,1971,0.157528799,296864.0
1997,Japan,JPN,1971,0.048487658,3092500.0
1998,Kenya,KEN,1971,0.298812111,1580733.0
1999,Cambodia,KHM,1971,0.252113552,1974200.0
2000,"Korea, Rep.",KOR,1971,0.064897339,2058060.0
2001,Kuwait,KWT,1971,0.00125213,5.0
2002,Latin America & Caribbean (excluding high income),LAC,1971,0.350794696,46063393.0
2003,Lao PDR,LAO,1971,0.242554658,680770.0
2004,Lebanon,LBN,1971,0.101952128,60145.0
2005,Liberia,LBR,1971,0.254743377,162000.0
2006,Libya,LBY,1971,0.776431664,221062.0
2007,St. Lucia,LCA,1971,0.047508647,35.0
2008,Latin America & Caribbean,LCN,1971,0.346531527,48473903.0
2009,Least developed countries: UN classification,LDC,1971,0.367775453,51643293.0
2010,Low income,LIC,1971,0.459292049,29445162.0
2011,Sri Lanka,LKA,1971,0.064010889,732973.0
2012,Lower middle income,LMC,1971,0.287475691,194485336.0
2013,Low & middle income,LMY,1971,0.261060444,405658394.0
2014,Lesotho,LSO,1971,0.342004087,316737.0
2015,Late-demographic dividend,LTE,1971,0.168451314,155554931.0
2016,Morocco,MAR,1971,0.488230513,4684325.0
2017,Madagascar,MDG,1971,0.306310303,1120725.0
2018,Maldives,MDV,1971,0.025146057,92.0
2019,Middle East & North Africa,MEA,1971,0.363584949,23314119.0
2020,Mexico,MEX,1971,0.333274512,9677067.0
2021,Middle income,MIC,1971,0.247822633,376213232.0
2022,Mali,MLI,1971,0.2842242,1183300.0
2023,Malta,MLT,1971,0.042946812,2257.0
2024,Myanmar,MMR,1971,0.357171658,5088705.0
2025,Middle East & North Africa (excluding high income),MNA,1971,0.382411531,22742739.0
2026,Mongolia,MNG,1971,0.588439852,414800.0
2027,Mozambique,MOZ,1971,0.301646709,690000.0
2028,Mauritania,MRT,1971,0.202258012,268830.0
2029,Mauritius,MUS,1971,0.119156846,442.0
2030,Malawi,MWI,1971,0.40380262,1202300.0
2031,Malaysia,MYS,1971,0.08748346,740922.0
2032,North America,NAC,1971,0.987071741,81896741.0
2033,Namibia,NAM,1971,0.774022292,160400.0
2034,New Caledonia,NCL,1971,0.058333333,475.0
2035,Niger,NER,1971,2.420448195,2956190.0
2036,Nigeria,NGA,1971,0.529304612,11736500.0
2037,Nicaragua,NIC,1971,0.41912753,347555.0
2038,Netherlands,NLD,1971,0.058357662,349841.0
2039,Norway,NOR,1971,0.20599333,267823.0
2040,Nepal,NPL,1971,0.158471481,2009823.0
2041,New Zealand,NZL,1971,1.037504381,215028.0
2042,OECD members,OED,1971,0.448340662,179943399.0
2043,Oman,OMN,1971,0.029373752,3200.0
2044,Other small states,OSS,1971,0.332059353,1210951.0
2045,Pakistan,PAK,1971,0.50757955,9473889.0
2046,Panama,PAN,1971,0.27637511,158700.0
2047,Peru,PER,1971,0.184875146,865290.0
2048,Philippines,PHL,1971,0.126025525,5796990.0
2049,Papua New Guinea,PNG,1971,0.037901094,1791.0
2050,Poland,POL,1971,0.456937179,8452100.0
2051,Pre-demographic dividend,PRE,1971,0.508921342,40013609.0
2052,Puerto Rico,PRI,1971,0.047064105,1870.0
2053,"Korea, Dem. People's Rep.",PRK,1971,0.145176906,1514000.0
2054,Portugal,PRT,1971,0.285408334,1460112.0
2055,Paraguay,PRY,1971,0.317444419,268800.0
2056,Post-demographic dividend,PST,1971,0.44944081,148323512.0
2057,Qatar,QAT,1971,0.008374298,50.0
2058,Romania,ROU,1971,0.475427908,6167400.0
2059,Rwanda,RWA,1971,0.144649468,188410.0
2060,South Asia,SAS,1971,0.287211067,124910823.0
2061,Saudi Arabia,SAU,1971,0.229484458,428283.0
2062,Senegal,SEN,1971,0.735949048,1118734.0
2063,Solomon Islands,SLB,1971,0.06018187,1141.0
2064,Sierra Leone,SLE,1971,0.144708648,378400.0
2065,El Salvador,SLV,1971,0.129440911,350854.0
2066,Somalia,SOM,1971,0.270997481,445100.0
2067,Sub-Saharan Africa (excluding high income),SSA,1971,0.480879594,52705579.0
2068,Sub-Saharan Africa,SSF,1971,0.480790106,52705579.0
2069,Small states,SST,1971,0.255581136,1390079.0
2070,Sao Tome and Principe,STP,1971,0.013098606,310.0
2071,Suriname,SUR,1971,0.089375186,40279.0
2072,Sweden,SWE,1971,0.376250226,1526409.0
2073,Eswatini,SWZ,1971,0.335601459,71851.0
2074,Syrian Arab Republic,SYR,1971,0.859400575,1934659.0
2075,Chad,TCD,1971,0.777469957,1045708.0
2076,East Asia & Pacific (IDA & IBRD countries),TEA,1971,0.136658796,135727406.0
2077,Togo,TGO,1971,0.823547228,385290.0
2078,Thailand,THA,1971,0.327447997,8123480.0
2079,Latin America & the Caribbean (IDA & IBRD countries),TLA,1971,0.352903086,48196798.0
2080,Timor-Leste,TLS,1971,0.133276378,17800.0
2081,Middle East & North Africa (IDA & IBRD countries),TMN,1971,0.382411531,22742739.0
2082,South Asia (IDA & IBRD),TSA,1971,0.287211067,124910823.0
2083,Sub-Saharan Africa (IDA & IBRD countries),TSS,1971,0.480790106,52705579.0
2084,Trinidad and Tobago,TTO,1971,0.062777726,4687.0
2085,Tunisia,TUN,1971,0.618203385,1170700.0
2086,Turkey,TUR,1971,0.699260312,13292700.0
2087,Tanzania,TZA,1971,0.501012833,1736508.0
2088,Uganda,UGA,1971,0.392892533,1331000.0
2089,Upper middle income,UMC,1971,0.209234531,181727896.0
2090,Uruguay,URY,1971,0.625913012,730278.0
2091,United States,USA,1971,0.90599583,63782293.0
2092,St. Vincent and the Grenadines,VCT,1971,0.065580938,135.0
2093,"Venezuela, RB",VEN,1971,0.250043589,704175.0
2094,Vietnam,VNM,1971,0.126562268,4928200.0
2095,Vanuatu,VUT,1971,0.170431305,900.0
2096,World,WLD,1971,0.303512339,564258870.0
2097,"Yemen, Rep.",YEM,1971,0.213024137,1095606.0
2098,South Africa,ZAF,1971,0.547533859,7360800.0
2099,Zambia,ZMB,1971,0.669564408,1216205.0
2100,Zimbabwe,ZWE,1971,0.435459116,1633701.0
2101,Africa Eastern and Southern,AFE,1972,0.400748741,28081932.0
2102,Afghanistan,AFG,1972,0.670838018,3923100.0
2103,Africa Western and Central,AFW,1972,0.527624706,21520832.0
2104,Angola,AGO,1972,0.464076851,658000.0
2105,Albania,ALB,1972,0.240735474,331220.0
2106,Arab World,ARB,1972,0.311526249,18814136.0
2107,Argentina,ARG,1972,1.054631023,11702050.0
2108,Antigua and Barbuda,ATG,1972,0.046777061,40.0
2109,Australia,AUS,1972,1.293693557,11555097.0
2110,Austria,AUT,1972,0.210492801,975268.0
2111,Burundi,BDI,1972,0.251004649,151723.0
2112,Belgium,BEL,1972,0.101636115,506973.0
2113,Benin,BEN,1972,0.420559719,488973.0
2114,Burkina Faso,BFA,1972,0.391747955,1908554.0
2115,Bangladesh,BGD,1972,0.137079223,9857487.0
2116,Bulgaria,BGR,1972,0.481332058,2202120.0
2117,"Bahamas, The",BHS,1972,0.039356134,555.0
2118,Belize,BLZ,1972,0.31458412,14424.0
2119,Bolivia,BOL,1972,0.348966938,451760.0
2120,Brazil,BRA,1972,0.304948795,17468377.0
2121,Barbados,BRB,1972,0.066246279,760.0
2122,Brunei Darussalam,BRN,1972,0.028166039,2473.0
2123,Bhutan,BTN,1972,0.347198111,91600.0
2124,Botswana,BWA,1972,0.601112883,83818.0
2125,Central African Republic,CAF,1972,0.958353901,143500.0
2126,Canada,CAN,1972,1.741344575,17843070.0
2127,Switzerland,CHE,1972,0.057978366,181000.0
2128,Chile,CHL,1972,0.396093501,982070.0
2129,China,CHN,1972,0.1150424,97317337.0
2130,Cote d'Ivoire,CIV,1972,0.306670019,711200.0
2131,Cameroon,CMR,1972,0.793631146,948409.0
2132,"Congo, Dem. Rep.",COD,1972,0.307745335,939813.0
2133,"Congo, Rep.",COG,1972,0.369709423,13084.0
2134,Colombia,COL,1972,0.159350313,1106940.0
2135,Comoros,COM,1972,0.271706189,12500.0
2136,Cabo Verde,CPV,1972,0.139787596,3000.0
2137,Costa Rica,CRI,1972,0.146592119,94800.0
2138,Caribbean small states,CSS,1972,0.138451103,145418.0
2139,Cuba,CUB,1972,0.289185557,297657.0
2140,Cyprus,CYP,1972,0.49203665,153111.0
2141,Germany,DEU,1972,0.152550974,7633527.0
2142,Dominica,DMA,1972,0.097586817,135.0
2143,Denmark,DNK,1972,0.531092661,1776923.0
2144,Dominican Republic,DOM,1972,0.178741759,96800.0
2145,Algeria,DZA,1972,0.425880113,3517530.0
2146,East Asia & Pacific (excluding high income),EAP,1972,0.133746163,135550200.0
2147,Early-demographic dividend,EAR,1972,0.302693206,215189665.0
2148,East Asia & Pacific,EAS,1972,0.136734388,153122406.0
2149,Ecuador,ECU,1972,0.269855073,626234.0
2150,"Egypt, Arab Rep.",EGY,1972,0.075479182,1894562.0
2151,Euro area,EMU,1972,0.243951036,36764085.0
2152,Spain,ESP,1972,0.47069065,7495900.0
2153,Ethiopia,ETH,1972,0.43130907,6429500.0
2154,European Union,EUU,1972,0.295216919,60226102.0
2155,Fragile and conflict affected situations,FCS,1972,0.451882166,43478738.0
2156,Finland,FIN,1972,0.530793548,1228000.0
2157,Fiji,FJI,1972,0.128950728,9295.0
2158,France,FRA,1972,0.322522897,9710900.0
2159,Gabon,GAB,1972,0.326954986,4500.0
2160,United Kingdom,GBR,1972,0.127108222,3804376.0
2161,Ghana,GHA,1972,0.184189199,834400.0
2162,Guinea,GIN,1972,0.764704895,392170.0
2163,"Gambia, The",GMB,1972,0.280246292,82800.0
2164,Guinea-Bissau,GNB,1972,0.334463684,69500.0
2165,Greece,GRC,1972,0.335822356,1565942.0
2166,Grenada,GRD,1972,0.042560436,520.0
2167,Guatemala,GTM,1972,0.195675604,758295.0
2168,Guam,GUM,1972,0.022836264,10.0
2169,Guyana,GUY,1972,0.498650182,81867.0
2170,High income,HIC,1972,0.432593514,151659352.0
2171,"Hong Kong SAR, China",HKG,1972,0.002667572,3803.0
2172,Honduras,HND,1972,0.474653569,336540.0
2173,Heavily indebted poor countries (HIPC),HPC,1972,0.465228052,34156444.0
2174,Haiti,HTI,1972,0.158765138,491000.0
2175,Hungary,HUN,1972,0.497860795,3234904.0
2176,IBRD only,IBD,1972,0.229627009,332154374.0
2177,IDA & IBRD total,IBT,1972,0.258503673,409594289.0
2178,IDA total,IDA,1972,0.394072495,77439915.0
2179,IDA blend,IDB,1972,0.45445145,22426987.0
2180,Indonesia,IDN,1972,0.148739045,10057690.0
2181,IDA only,IDX,1972,0.366224872,55012928.0
2182,India,IND,1972,0.275666001,98043804.0
2183,Ireland,IRL,1972,0.438941667,372110.0
2184,"Iran, Islamic Rep.",IRN,1972,0.53954583,7394000.0
2185,Iraq,IRQ,1972,0.471713199,2703420.0
2186,Israel,ISR,1972,0.103240152,145940.0
2187,Italy,ITA,1972,0.172724672,5335821.0
2188,Jamaica,JAM,1972,0.074931954,4049.0
2189,Jordan,JOR,1972,0.152341683,285188.0
2190,Japan,JPN,1972,0.047178789,2935910.0
2191,Kenya,KEN,1972,0.288159051,1721646.0
2192,Cambodia,KHM,1972,0.246503958,1455200.0
2193,"Korea, Rep.",KOR,1972,0.062795837,2053860.0
2194,Kuwait,KWT,1972,0.001173822,10.0
2195,Latin America & Caribbean (excluding high income),LAC,1972,0.348816627,44953805.0
2196,Lao PDR,LAO,1972,0.246405819,679790.0
2197,Lebanon,LBN,1972,0.099262275,62528.0
2198,Liberia,LBR,1972,0.248208457,170000.0
2199,Libya,LBY,1972,0.74329094,275546.0
2200,St. Lucia,LCA,1972,0.047035361,40.0
2201,Latin America & Caribbean,LCN,1972,0.344009676,47019422.0
2202,Least developed countries: UN classification,LDC,1972,0.362522303,51409469.0
2203,Low income,LIC,1972,0.451130845,29703459.0
2204,Sri Lanka,LKA,1972,0.063219905,682632.0
2205,Lower middle income,LMC,1972,0.278051796,189369967.0
2206,Low & middle income,LMY,1972,0.254874618,400867714.0
2207,Lesotho,LSO,1972,0.329588098,278192.0
2208,Late-demographic dividend,LTE,1972,0.16488887,155521101.0
2209,Morocco,MAR,1972,0.427085523,4610100.0
2210,Madagascar,MDG,1972,0.300865788,1130745.0
2211,Maldives,MDV,1972,0.024321629,32.0
2212,Middle East & North Africa,MEA,1972,0.355357311,25488841.0
2213,Mexico,MEX,1972,0.323350121,9510017.0
2214,Middle income,MIC,1972,0.241759289,371164255.0
2215,Mali,MLI,1972,0.279464833,1187700.0
2216,Malta,MLT,1972,0.042982311,2095.0
2217,Myanmar,MMR,1972,0.348966312,4852280.0
2218,Middle East & North Africa (excluding high income),MNA,1972,0.374014234,25183497.0
2219,Mongolia,MNG,1972,0.571987502,412300.0
2220,Mozambique,MOZ,1972,0.296414392,774000.0
2221,Mauritania,MRT,1972,0.196313092,209160.0
2222,Mauritius,MUS,1972,0.117363591,513.0
2223,Malawi,MWI,1972,0.403343231,1262400.0
2224,Malaysia,MYS,1972,0.088926648,773059.0
2225,North America,NAC,1972,0.974443739,76212361.0
2226,Namibia,NAM,1972,0.750327405,162400.0
2227,New Caledonia,NCL,1972,0.055776892,480.0
2228,Niger,NER,1972,2.343219961,2783273.0
2229,Nigeria,NGA,1972,0.443188267,8869500.0
2230,Nicaragua,NIC,1972,0.406455609,275059.0
2231,Netherlands,NLD,1972,0.057395406,331160.0
2232,Norway,NOR,1972,0.201627051,271840.0
2233,Nepal,NPL,1972,0.163313742,1973188.0
2234,New Zealand,NZL,1972,1.016219567,236039.0
2235,OECD members,OED,1972,0.442936678,173764426.0
2236,Oman,OMN,1972,0.029624478,3300.0
2237,Other small states,OSS,1972,0.327979572,1038489.0
2238,Pakistan,PAK,1972,0.494281856,9190065.0
2239,Panama,PAN,1972,0.268690637,170900.0
2240,Peru,PER,1972,0.200394404,839220.0
2241,Philippines,PHL,1972,0.123934035,5549730.0
2242,Papua New Guinea,PNG,1972,0.039066007,1454.0
2243,Poland,POL,1972,0.449060902,8484800.0
2244,Pre-demographic dividend,PRE,1972,0.479737505,39037761.0
2245,Puerto Rico,PRI,1972,0.040819862,1870.0
2246,"Korea, Dem. People's Rep.",PRK,1972,0.141375146,1523000.0
2247,Portugal,PRT,1972,0.285385549,1453278.0
2248,Paraguay,PRY,1972,0.309955262,243000.0
2249,Post-demographic dividend,PST,1972,0.444733365,142530424.0
2250,Qatar,QAT,1972,0.007662542,50.0
2251,Romania,ROU,1972,0.470182022,6238400.0
2252,Rwanda,RWA,1972,0.155747496,188298.0
2253,South Asia,SAS,1972,0.281906144,123761908.0
2254,Saudi Arabia,SAU,1972,0.226811532,153949.0
