,Country Name,Country Code,year,population,GDP,agriculturalGDP
1708,Tonga,TON,1979,92271.0,44667002.01,36.23179701
1709,South Asia (IDA & IBRD),TSA,1979,879510842.0,195751000000.0,32.86030764
1710,Trinidad and Tobago,TTO,1979,1068644.0,4602416625.0,3.360553363
1711,Tunisia,TUN,1979,6210756.0,7188191882.0,13.54209446
1712,Turkey,TUR,1979,42994043.0,89394085658.0,27.90756272
1713,Uganda,UGA,1979,12071140.0,2139025000.0,65.21779783
1714,Upper middle income,UMC,1979,1651804638.0,1438290000000.0,16.52671101
1715,St. Vincent and the Grenadines,VCT,1979,99649.0,71096359.63,12.50876516
1716,"Venezuela, RB",VEN,1979,14771270.0,48310930233.0,5.352248275
1717,Vanuatu,VUT,1979,112543.0,119258835.3,21.95122219
1718,World,WLD,1979,4356778367.0,10042600000000.0,7.353876178
1719,South Africa,ZAF,1979,27827325.0,57645721018.0,5.58519953
1720,Zambia,ZMB,1979,5656145.0,3325500000.0,14.9300857
1721,Zimbabwe,ZWE,1979,7160021.0,5177459400.0,13.08537349
1722,Arab World,ARB,1980,164420771.0,459077000000.0,4.607330899
1723,United Arab Emirates,ARE,1980,1019507.0,43598748449.0,0.490602457
1724,Argentina,ARG,1980,27896532.0,76961923742.0,6.353505005
1725,Antigua and Barbuda,ATG,1980,61861.0,131431026.7,3.070102067
1726,Austria,AUT,1980,7549433.0,82058912997.0,4.326402537
1727,Burundi,BDI,1980,4157296.0,919726666.7,57.57193562
1728,Benin,BEN,1980,3717161.0,1405251547.0,35.43268847
1729,Burkina Faso,BFA,1980,6822837.0,1928719477.0,28.44634498
1730,Bangladesh,BGD,1980,79639498.0,18138049096.0,32.82389185
1731,Bulgaria,BGR,1980,8861535.0,19839230769.0,14.41859563
1732,Bahrain,BHR,1980,359897.0,3072698328.0,0.984370952
1733,Belize,BLZ,1980,144142.0,197938222.4,22.87525437
1734,Bolivia,BOL,1980,5579932.0,4526916803.0,17.11711712
1735,Brazil,BRA,1980,120694012.0,237393000000.0,9.850640147
1736,Barbados,BRB,1980,252388.0,1012280615.0,7.475442043
1737,Brunei Darussalam,BRN,1980,193880.0,4928824958.0,0.634854457
1738,Bhutan,BTN,1980,406883.0,128717410.9,39.82935286
1739,Botswana,BWA,1980,897860.0,1060923829.0,12.7038991
1740,Chile,CHL,1980,11419350.0,29036709872.0,7.224721702
1741,China,CHN,1980,981235000.0,191149000000.0,29.63393836
1742,Cote d'Ivoire,CIV,1980,8033652.0,10175615442.0,25.88027326
1743,Cameroon,CMR,1980,8621409.0,6674567625.0,28.67678483
1744,"Congo, Rep.",COG,1980,1777932.0,1705796850.0,11.68146781
1745,Colombia,COL,1980,26900508.0,33400735644.0,19.3599007
1746,Comoros,COM,1980,307831.0,212218226.4,29.37529273
1747,Cabo Verde,CPV,1980,283848.0,142246875.5,18.5600465
1748,Costa Rica,CRI,1980,2389973.0,4831447001.0,17.80463914
1749,Caribbean small states,CSS,1980,5482191.0,13495267730.0,6.877065132
1750,Cuba,CUB,1980,9849457.0,19912889861.0,12.01497227
1751,Cyprus,CYP,1980,685408.0,2154311277.0,9.588316752
1752,Dominica,DMA,1980,75318.0,72804653.33,21.46028985
1753,Denmark,DNK,1980,5123027.0,71127528700.0,4.074480055
1754,Dominican Republic,DOM,1980,5803929.0,6761300000.0,19.7595137
1755,East Asia & Pacific (excluding high income),EAP,1980,1360437112.0,378094000000.0,27.05482261
1756,Early-demographic dividend,EAR,1980,1589897378.0,1325420000000.0,14.64091376
1757,East Asia & Pacific,EAS,1980,1559219642.0,1815780000000.0,9.717998709
1758,Ecuador,ECU,1980,7989178.0,17881514683.0,16.11089455
1759,"Egypt, Arab Rep.",EGY,1980,43309063.0,21669908177.0,16.58186085
1760,Finland,FIN,1980,4779535.0,53645202423.0,8.580681582
1761,Fiji,FJI,1980,635312.0,1202567359.0,20.28057128
1762,France,FRA,1980,55161510.0,701288000000.0,3.60736658
1763,Gabon,GAB,1980,726335.0,4279637934.0,6.757355674
1764,Ghana,GHA,1980,11056112.0,4445228216.0,57.92028377
1765,"Gambia, The",GMB,1980,637252.0,241080708.9,27.0185652
1766,Guinea-Bissau,GNB,1980,781678.0,110653830.7,42.19533459
1767,Grenada,GRD,1980,89032.0,110900457.0,16.47868171
1768,Guatemala,GTM,1980,6890346.0,7878700000.0,24.84471931
1769,Guyana,GUY,1980,780153.0,603200000.0,20.68965517
1770,Honduras,HND,1980,3678274.0,3968160046.0,34.96059742
1771,IBRD only,IBD,1980,2895270850.0,2326380000000.0,16.0367648
1772,IDA & IBRD total,IBT,1980,3529315742.0,2599140000000.0,17.56712543
1773,India,IND,1980,698952837.0,186325000000.0,33.05748473
1774,"Iran, Islamic Rep.",IRN,1980,38650244.0,94362275580.0,11.06046358
1775,Iraq,IRQ,1980,13653348.0,52569000000.0,4.704293405
1776,Jordan,JOR,1980,2377997.0,3910036925.0,7.14010989
1777,Kenya,KEN,1980,16417203.0,7265315332.0,27.79076135
1778,Kiribati,KIR,1980,59296.0,38715554.54,14.29411765
1779,St. Kitts and Nevis,KNA,1980,43201.0,68459259.26,8.423501407
1780,"Korea, Rep.",KOR,1980,38123775.0,65398646758.0,14.26931587
1781,Latin America & Caribbean (excluding high income),LAC,1980,325470475.0,657711000000.0,10.0426228
1782,Latin America & Caribbean,LCN,1980,360211832.0,782809000000.0,9.284764139
1783,Sri Lanka,LKA,1980,15035840.0,4024621900.0,27.81798727
1784,Low & middle income,LMY,1980,3485705709.0,2453510000000.0,18.23306933
1785,Lesotho,LSO,1980,1340258.0,431561376.5,22.4361202
1786,Late-demographic dividend,LTE,1980,1595481006.0,1302210000000.0,15.36137392
1787,Morocco,MAR,1980,19990006.0,21728770055.0,15.12214362
1788,Mexico,MEX,1980,67761367.0,205139000000.0,6.318713984
1789,Middle income,MIC,1980,3260260585.0,2377320000000.0,17.92551008
1790,Mali,MLI,1980,7090124.0,1759687480.0,41.58998398
1791,Malta,MLT,1980,316645.0,1250242108.0,3.4837001
1792,Mauritania,MRT,1980,1540644.0,1047924649.0,23.50668755
1793,Mauritius,MUS,1980,966039.0,1131788192.0,10.50937105
1794,Malawi,MWI,1980,6250434.0,1237655461.0,39.22981793
1795,Malaysia,MYS,1980,13798094.0,24488033442.0,23.02726814
1796,Namibia,NAM,1980,1057723.0,2422096075.0,8.023447973
1797,Niger,NER,1980,5989000.0,2508524186.0,43.05660591
1798,Netherlands,NLD,1980,14149800.0,195152000000.0,3.445031119
1799,Norway,NOR,1980,4085620.0,64439382896.0,3.626063925
1800,Nepal,NPL,1980,15016408.0,1945916583.0,57.89902179
1801,New Zealand,NZL,1980,3112900.0,23244547385.0,9.960142822
1802,Oman,OMN,1980,1154373.0,5981760278.0,2.545859349
1803,Pakistan,PAK,1980,78054346.0,23654444444.0,26.54550579
1804,Panama,PAN,1980,1978489.0,4614086400.0,7.403760363
1805,Philippines,PHL,1980,47357741.0,36848242784.0,22.03158341
1806,Papua New Guinea,PNG,1980,3571209.0,2545983008.0,33.11865816
1807,Puerto Rico,PRI,1980,3206000.0,14436100000.0,2.634368008
1808,Paraguay,PRY,1980,3181627.0,4448087302.0,29.46459955
1809,Rwanda,RWA,1980,5153314.0,1254765350.0,45.84683654
1810,South Asia,SAS,1980,900620583.0,236032000000.0,32.63769753
1811,Saudi Arabia,SAU,1980,9691471.0,164542000000.0,0.986333581
1812,Sudan,SDN,1980,14507466.0,7459833333.0,29.91353694
1813,Senegal,SEN,1980,5583157.0,4510107330.0,18.51957652
1814,Singapore,SGP,1980,2413945.0,11896256783.0,1.509493769
1815,Sierra Leone,SLE,1980,3388494.0,1100685845.0,30.37646041
1816,El Salvador,SLV,1980,4591135.0,3573959900.0,37.95789371
1817,Somalia,SOM,1980,6281138.0,603592656.8,64.36218924
1818,Suriname,SUR,1980,359531.0,795000000.0,7.735849057
1819,Sweden,SWE,1980,8310531.0,142092000000.0,4.806605842
1820,Eswatini,SWZ,1980,587852.0,542000513.6,19.51716377
1821,Seychelles,SYC,1980,63261.0,147357222.8,6.837243869
1822,Syrian Arab Republic,SYR,1980,8930776.0,13062420382.0,20.87380534
1823,Chad,TCD,1980,4514427.0,1033002402.0,45.73216456
1824,East Asia & Pacific (IDA & IBRD countries),TEA,1980,1342952249.0,377559000000.0,27.01047361
1825,Togo,TGO,1980,2720835.0,1136408814.0,27.48854606
1826,Thailand,THA,1980,47374463.0,32353440727.0,23.23987777
1827,Latin America & the Caribbean (IDA & IBRD countries),TLA,1980,346328178.0,742551000000.0,9.397076027
1828,Tonga,TON,1980,92966.0,53260077.43,33.40260407
1829,South Asia (IDA & IBRD),TSA,1980,900620583.0,236032000000.0,32.63769753
1830,Trinidad and Tobago,TTO,1980,1084743.0,6235833333.0,2.587865829
1831,Tunisia,TUN,1980,6374040.0,8744134354.0,14.13077249
1832,Turkey,TUR,1980,43975972.0,68789289566.0,26.14614002
1833,Uganda,UGA,1980,12442333.0,1244610000.0,71.76304224
1834,Upper middle income,UMC,1980,1676276374.0,1671400000000.0,14.37327394
1835,St. Vincent and the Grenadines,VCT,1980,100566.0,82340339.63,9.996223578
1836,"Venezuela, RB",VEN,1980,15182616.0,59116511628.0,5.297461458
1837,Vanuatu,VUT,1980,115598.0,121185497.6,17.68728975
1838,World,WLD,1980,4432963653.0,11321400000000.0,6.916721575
1839,South Africa,ZAF,1980,28556771.0,82980483388.0,5.836479544
1840,Zambia,ZMB,1980,5851818.0,3829500000.0,13.98354877
1841,Zimbabwe,ZWE,1980,7408630.0,6678868200.0,15.07753065
1842,Africa Eastern and Southern,AFE,1981,234058404.0,166769000000.0,15.9675488
1843,Africa Western and Central,AFW,1981,160223588.0,211004000000.0,15.77791381
1844,Arab World,ARB,1981,169698978.0,474922000000.0,5.024377871
1845,United Arab Emirates,ARE,1981,1096602.0,49333424135.0,0.548306765
1846,Argentina,ARG,1981,28338514.0,78676842366.0,6.475522961
1847,Antigua and Barbuda,ATG,1981,61789.0,147841734.4,2.958127773
1848,Austria,AUT,1981,7568710.0,71034228443.0,3.966934702
1849,Burundi,BDI,1981,4266520.0,969046666.7,58.14259605
1850,Benin,BEN,1981,3820126.0,1291119965.0,32.66465235
1851,Burkina Faso,BFA,1981,6985166.0,1775842026.0,29.80398029
1852,Bangladesh,BGD,1981,81767516.0,20249694002.0,31.95151692
1853,Bulgaria,BGR,1981,8891117.0,19870000000.0,16.62556618
1854,Bahrain,BHR,1981,374120.0,3467819149.0,1.012347573
1855,Belize,BLZ,1981,147572.0,196089854.7,22.39133379
1856,Bolivia,BOL,1981,5697098.0,5872756933.0,17.36111111
1857,Brazil,BRA,1981,123570327.0,258015000000.0,9.843520537
1858,Barbados,BRB,1981,253296.0,1114204743.0,5.751004016
1859,Brunei Darussalam,BRN,1981,200027.0,4366213850.0,0.693804542
1860,Bhutan,BTN,1981,418107.0,139150441.3,37.61807283
1861,Botswana,BWA,1981,930412.0,1073861599.0,12.3706177
1862,Chile,CHL,1981,11582020.0,34509878044.0,6.464607459
1863,China,CHN,1981,993885000.0,195866000000.0,31.31558121
1864,Cote d'Ivoire,CIV,1981,8393689.0,8432588484.0,26.53399835
1865,Cameroon,CMR,1981,8888534.0,6610937473.0,27.1765767
1866,"Congo, Rep.",COG,1981,1830629.0,1993512326.0,7.882591841
1867,Colombia,COL,1981,27496608.0,36388366869.0,19.24774041
1868,Comoros,COM,1981,317617.0,196349967.7,29.375492
1869,Cabo Verde,CPV,1981,288678.0,139468114.6,15.77264812
1870,Costa Rica,CRI,1981,2455593.0,2623807074.0,23.01905144
1871,Caribbean small states,CSS,1981,5548521.0,14890317368.0,6.282645938
1872,Cuba,CUB,1981,9898891.0,20150254096.0,12.07983093
1873,Cyprus,CYP,1981,689170.0,2087496374.0,9.25799218
1874,Dominica,DMA,1981,75314.0,82107391.11,20.87536478
1875,Denmark,DNK,1981,5121572.0,61877813965.0,4.329511733
1876,Dominican Republic,DOM,1981,5935895.0,7561300000.0,17.85407271
1877,East Asia & Pacific (excluding high income),EAP,1981,1381732250.0,403616000000.0,26.98559988
1878,Early-demographic dividend,EAR,1981,1630293423.0,1480440000000.0,14.13884802
1879,East Asia & Pacific,EAS,1981,1582802675.0,2001690000000.0,9.454696293
1880,Ecuador,ECU,1981,8197648.0,21810767209.0,15.76643949
1881,"Egypt, Arab Rep.",EGY,1981,44400113.0,22136081081.0,21.62056567
1882,Ethiopia,ETH,1981,35984531.0,7324903188.0,54.73913635
1883,Fragile and conflict affected situations,FCS,1981,352006783.0,404005000000.0,14.29435948
1884,Finland,FIN,1981,4799964.0,52448332874.0,7.662805054
1885,Fiji,FJI,1981,651032.0,1235665809.0,17.96401515
1886,France,FRA,1981,55430278.0,615552000000.0,3.5316725
1887,Gabon,GAB,1981,744695.0,3862269127.0,6.117198666
1888,Ghana,GHA,1981,11348287.0,4222441615.0,53.08429488
1889,"Gambia, The",GMB,1981,657581.0,218764445.8,30.62806482
1890,Guinea-Bissau,GNB,1981,793804.0,154731969.7,49.27083099
1891,Grenada,GRD,1981,90610.0,115651918.9,17.13314833
1892,Guatemala,GTM,1981,7071186.0,8607500300.0,24.98561168
1893,Guyana,GUY,1981,781734.0,570357107.1,18.78522347
1894,Honduras,HND,1981,3792922.0,4043894879.0,32.93800729
1895,Heavily indebted poor countries (HIPC),HPC,1981,277719154.0,107907000000.0,31.57994713
1896,IBRD only,IBD,1981,2948643246.0,2508960000000.0,15.85623461
1897,IDA & IBRD total,IBT,1981,3600136821.0,2925370000000.0,16.63926447
1898,IDA total,IDA,1981,651493575.0,400094000000.0,21.82196523
1899,IDA blend,IDB,1981,213499720.0,243041000000.0,16.20889224
1900,IDA only,IDX,1981,437993855.0,149798000000.0,30.72959553
1901,India,IND,1981,715384997.0,193491000000.0,31.71514239
1902,"Iran, Islamic Rep.",IRN,1981,40199911.0,100499000000.0,13.69414825
1903,Iraq,IRQ,1981,14044115.0,37823000000.0,8.420802157
1904,Jordan,JOR,1981,2464870.0,4384685230.0,5.510595706
1905,Kenya,KEN,1981,17063870.0,6854491454.0,27.87345201
1906,Kiribati,KIR,1981,60101.0,41369800.05,18.95277778
1907,St. Kitts and Nevis,KNA,1981,42963.0,80888888.89,5.773809524
1908,"Korea, Rep.",KOR,1981,38723248.0,72933350954.0,15.02542793
1909,Latin America & Caribbean (excluding high income),LAC,1981,332819629.0,752700000000.0,9.817315462
1910,Latin America & Caribbean,LCN,1981,368220724.0,894372000000.0,9.079531873
1911,Low income,LIC,1981,230976727.0,83589600429.0,27.66792085
1912,Sri Lanka,LKA,1981,15272822.0,4415844156.0,27.96159105
1913,Lower middle income,LMC,1981,1623540865.0,857106000000.0,22.2322613
1914,Low & middle income,LMY,1981,3555885098.0,2756900000000.0,17.27732649
1915,Lesotho,LSO,1981,1377808.0,434188034.2,24.34776903
1916,Late-demographic dividend,LTE,1981,1618039026.0,1366300000000.0,15.38278693
1917,Morocco,MAR,1981,20479709.0,17788171722.0,10.6848451
1918,Mexico,MEX,1981,69407623.0,263959000000.0,6.359815394
1919,Middle income,MIC,1981,3324908371.0,2676980000000.0,16.92327505
1920,Mali,MLI,1981,7234725.0,1538980654.0,42.61273524
1921,Malta,MLT,1981,318982.0,1243469361.0,3.540379525
1922,Mongolia,MNG,1981,1733475.0,2310099100.0,16.74278822
1923,Mauritania,MRT,1981,1586496.0,1105495368.0,24.18611913
1924,Mauritius,MUS,1981,980462.0,1142393555.0,12.3126653
1925,Malawi,MWI,1981,6412380.0,1237685692.0,35.95085281
1926,Malaysia,MYS,1981,14134060.0,25004557094.0,21.82103241
1927,Namibia,NAM,1981,1080938.0,2249854740.0,8.741123765
1928,Niger,NER,1981,6163711.0,2170893039.0,45.65180487
1929,Nigeria,NGA,1981,75440505.0,164475000000.0,12.24040925
1930,Netherlands,NLD,1981,14247208.0,164134000000.0,3.866973334
1931,Norway,NOR,1981,4099702.0,63596654761.0,3.619323147
1932,Nepal,NPL,1981,15367229.0,2275583317.0,56.79862201
1933,New Zealand,NZL,1981,3124900.0,24417617184.0,8.52086743
1934,Oman,OMN,1981,1220578.0,7259120151.0,2.476767739
1935,Pakistan,PAK,1981,80680461.0,28100606061.0,27.46229277
1936,Panama,PAN,1981,2025965.0,5222421500.0,7.252131985
1937,Philippines,PHL,1981,48672831.0,40499645208.0,21.80806218
1938,Papua New Guinea,PNG,1981,3668102.0,2498068351.0,33.39280276
1939,Pre-demographic dividend,PRE,1981,326257709.0,310715000000.0,16.794995
1940,Puerto Rico,PRI,1981,3242552.0,15955700000.0,2.298238247
1941,Paraguay,PRY,1981,3272922.0,5624515873.0,27.76732812
1942,Rwanda,RWA,1981,5329250.0,1407062608.0,40.73711832
1943,South Asia,SAS,1981,922226632.0,250214000000.0,31.59990248
1944,Saudi Arabia,SAU,1981,10311771.0,184292000000.0,1.003421235
1945,Sudan,SDN,1981,15027254.0,10016500000.0,33.37992313
1946,Senegal,SEN,1981,5740441.0,4095892072.0,20.66362304
1947,Singapore,SGP,1981,2532835.0,14175228844.0,1.463165525
1948,Sierra Leone,SLE,1981,3464113.0,1114830472.0,29.3298251
1949,El Salvador,SLV,1981,4666361.0,3437200200.0,34.38962328
1950,Somalia,SOM,1981,6511115.0,699112266.8,62.77097454
1951,Sub-Saharan Africa (excluding high income),SSA,1981,394217957.0,380472000000.0,16.1755295
1952,Sub-Saharan Africa,SSF,1981,394281992.0,380616000000.0,16.17217341
1953,Suriname,SUR,1981,360144.0,889000000.0,7.874015748
1954,Sweden,SWE,1981,8320503.0,129687000000.0,4.871468613
1955,Eswatini,SWZ,1981,608374.0,570761166.8,19.28528648
1956,Seychelles,SYC,1981,64035.0,154902869.0,7.820486608
1957,Syrian Arab Republic,SYR,1981,9252854.0,16758471338.0,19.15867248
1958,Chad,TCD,1981,4612858.0,876937559.7,40.27144942
1959,East Asia & Pacific (IDA & IBRD countries),TEA,1981,1363987476.0,403045000000.0,26.94136435
1960,Togo,TGO,1981,2812312.0,962347001.0,28.1835632
1961,Thailand,THA,1981,48326269.0,34846107862.0,21.35710076
1962,Latin America & the Caribbean (IDA & IBRD countries),TLA,1981,354241995.0,851656000000.0,9.193653278
1963,Tonga,TON,1981,93415.0,62242013.33,33.81828924
1964,South Asia (IDA & IBRD),TSA,1981,922226632.0,250214000000.0,31.59990248
1965,Sub-Saharan Africa (IDA & IBRD countries),TSS,1981,394281992.0,380616000000.0,16.17217341
1966,Trinidad and Tobago,TTO,1981,1101983.0,6992083333.0,2.596984685
1967,Tunisia,TUN,1981,6551232.0,8428513568.0,13.66650649
1968,Turkey,TUR,1981,44988411.0,71040020140.0,24.16276421
1969,Uganda,UGA,1981,12825084.0,1337300000.0,58.32647873
1970,Upper middle income,UMC,1981,1701367506.0,1806260000000.0,14.34400427
1971,St. Vincent and the Grenadines,VCT,1981,101439.0,102086539.3,11.76852801
1972,"Venezuela, RB",VEN,1981,15597878.0,66327441860.0,5.424812768
1973,Vanuatu,VUT,1981,118546.0,113781795.8,18.52897028
1974,World,WLD,1981,4511164132.0,11712400000000.0,6.966814362
1975,South Africa,ZAF,1981,29333095.0,85454420500.0,6.045897617
1976,Zambia,ZMB,1981,6055361.0,3872666667.0,15.62517932
1977,Zimbabwe,ZWE,1981,7675582.0,8011373800.0,16.60812032
1978,Africa Eastern and Southern,AFE,1982,240999134.0,160833000000.0,15.61987085
1979,Africa Western and Central,AFW,1982,164689764.0,187164000000.0,16.98863999
1980,Arab World,ARB,1982,175061794.0,445965000000.0,5.986185605
1981,United Arab Emirates,ARE,1982,1164816.0,46622718605.0,0.640366458
1982,Argentina,ARG,1982,28794550.0,84307486837.0,9.596156046
1983,Antigua and Barbuda,ATG,1982,61780.0,164369278.9,2.699248208
1984,Austria,AUT,1982,7574140.0,71275287570.0,3.646038873
1985,Burundi,BDI,1982,4379727.0,1013222222.0,52.61267683
1986,Benin,BEN,1982,3927717.0,1267778489.0,32.50119968
1987,Burkina Faso,BFA,1982,7158259.0,1754449845.0,27.5193113
1988,Bangladesh,BGD,1982,83932132.0,18525399202.0,31.44169633
1989,Bulgaria,BGR,1982,8917457.0,19342000000.0,17.17781684
1990,Bahrain,BHR,1982,385953.0,3645744681.0,1.057776481
1991,Belize,BLZ,1982,151486.0,182206327.0,19.03351181
1992,Bolivia,BOL,1982,5814344.0,5587490265.0,16.20111732
1993,Brazil,BRA,1982,126498322.0,271314000000.0,8.370880982
1994,Barbados,BRB,1982,254078.0,1163923830.0,5.211448099
1995,Brunei Darussalam,BRN,1982,206064.0,4264252336.0,0.843789381
1996,Bhutan,BTN,1982,428938.0,141366534.5,38.33846723
1997,Botswana,BWA,1982,962859.0,1014907255.0,10.27223578
1998,Chile,CHL,1982,11743909.0,25325893206.0,6.28802554
1999,China,CHN,1982,1008630000.0,205090000000.0,32.7857031
2000,Cote d'Ivoire,CIV,1982,8764991.0,7567109767.0,24.12531339
2001,Cameroon,CMR,1982,9166813.0,6611255018.0,27.0057545
2002,"Congo, Rep.",COG,1982,1884873.0,2160640567.0,7.85915493
2003,Colombia,COL,1982,28101824.0,38968039722.0,18.76512134
2004,Comoros,COM,1982,326944.0,184008995.6,29.37683988
2005,Cabo Verde,CPV,1982,294244.0,140630758.6,12.58012028
2006,Costa Rica,CRI,1982,2523358.0,2606621255.0,24.49471891
2007,Caribbean small states,CSS,1982,5617902.0,16517827317.0,5.597424349
2008,Cuba,CUB,1982,9940314.0,20953510235.0,12.17233028
2009,Cyprus,CYP,1982,691716.0,2159242417.0,9.269194977
2010,Dominica,DMA,1982,75012.0,89527576.67,19.62077962
2011,Denmark,DNK,1982,5117810.0,60412844679.0,4.652489075
2012,Dominican Republic,DOM,1982,6067769.0,8267400000.0,17.06703559
2013,East Asia & Pacific (excluding high income),EAP,1982,1405388781.0,423756000000.0,27.32862886
2014,Early-demographic dividend,EAR,1982,1672134835.0,1408590000000.0,14.49664492
2015,East Asia & Pacific,EAS,1982,1608709544.0,1962150000000.0,10.14480857
2016,Ecuador,ECU,1982,8409396.0,19929853575.0,15.92606537
2017,"Egypt, Arab Rep.",EGY,1982,45539295.0,27655172414.0,18.04862843
2018,Ethiopia,ETH,1982,36995246.0,7707678019.0,53.25650967
2019,Fragile and conflict affected situations,FCS,1982,360736356.0,388019000000.0,15.00945763
2020,Finland,FIN,1982,4826933.0,52797582336.0,7.770483377
2021,Fiji,FJI,1982,668281.0,1194122694.0,18.57804922
2022,France,FRA,1982,55718940.0,584878000000.0,4.0526358
2023,Gabon,GAB,1982,763932.0,3618007844.0,6.1233081
2024,Ghana,GHA,1982,11676828.0,4035994398.0,57.34115279
2025,"Gambia, The",GMB,1982,678111.0,216051496.0,35.44931476
2026,Guinea-Bissau,GNB,1982,810402.0,165523634.5,46.75967662
2027,Grenada,GRD,1982,93132.0,125435590.0,14.27336916
2028,Guatemala,GTM,1982,7262658.0,8716999700.0,25.12429592
2029,Guyana,GUY,1982,781249.0,482000000.0,20.19363762
2030,Honduras,HND,1982,3910642.0,4266503526.0,29.78046693
2031,Heavily indebted poor countries (HIPC),HPC,1982,284905161.0,108256000000.0,30.72436673
2032,IBRD only,IBD,1982,3004914790.0,2484200000000.0,15.92879422
2033,IDA & IBRD total,IBT,1982,3674370514.0,2875410000000.0,16.81440294
2034,IDA total,IDA,1982,669455724.0,377712000000.0,22.82947634
2035,IDA blend,IDB,1982,220088448.0,222135000000.0,17.72684368
2036,IDA only,IDX,1982,449367276.0,149495000000.0,30.02797813
2037,India,IND,1982,732239498.0,200715000000.0,30.57047008
2038,"Iran, Islamic Rep.",IRN,1982,41869231.0,125949000000.0,12.77417741
2039,Iraq,IRQ,1982,14432466.0,42382333333.0,10.2998891
2040,Jordan,JOR,1982,2563525.0,4680567376.0,5.630644281
2041,Kenya,KEN,1982,17736326.0,6431579357.0,28.96660109
2042,Kiribati,KIR,1982,60887.0,40572066.13,19.2025
2043,St. Kitts and Nevis,KNA,1982,42733.0,86022222.22,8.154654267
2044,"Korea, Rep.",KOR,1982,39326352.0,78358866335.0,14.00327476
2045,Latin America & Caribbean (excluding high income),LAC,1982,340272476.0,695233000000.0,9.61463837
2046,Latin America & Caribbean,LCN,1982,376337306.0,829145000000.0,8.895413766
2047,Low income,LIC,1982,236593189.0,86219692295.0,27.28212372
2048,Sri Lanka,LKA,1982,15501210.0,4768765017.0,26.5994502
2049,Lower middle income,LMC,1982,1664223803.0,882556000000.0,21.79938805
2050,Low & middle income,LMY,1982,3629464839.0,2719800000000.0,17.41854002
2051,Lesotho,LSO,1982,1415362.0,348746822.6,16.66435594
2052,Late-demographic dividend,LTE,1982,1642764734.0,1389740000000.0,15.52244295
2053,Morocco,MAR,1982,20984023.0,17692341358.0,12.91555411
2054,Mexico,MEX,1982,71058650.0,184609000000.0,5.37348336
2055,Middle income,MIC,1982,3392871650.0,2637020000000.0,17.0668144
2056,Mali,MLI,1982,7388670.0,1333739017.0,40.40048229
2057,Malta,MLT,1982,325898.0,1234518125.0,3.730866986
2058,Mongolia,MNG,1982,1777727.0,2552401933.0,18.0364148
2059,Mauritania,MRT,1982,1633655.0,1108776010.0,24.73757746
2060,Mauritius,MUS,1982,992521.0,1078408830.0,13.04904051
2061,Malawi,MWI,1982,6565985.0,1180104216.0,37.22922286
2062,Malaysia,MYS,1982,14471215.0,26804401816.0,21.50166073
2063,Namibia,NAM,1982,1105103.0,2118741469.0,8.458458789
2064,Niger,NER,1982,6343530.0,2017611927.0,44.29864469
2065,Nigeria,NGA,1982,77427539.0,142769000000.0,13.50269014
2066,Netherlands,NLD,1982,14312690.0,158480000000.0,3.9743369
2067,Norway,NOR,1982,4114787.0,62647195538.0,3.418784394
2068,Nepal,NPL,1982,15729431.0,2395429852.0,57.16728978
2069,New Zealand,NZL,1982,3156100.0,24164603059.0,7.179456266
2070,Oman,OMN,1982,1290121.0,7554719456.0,2.533149286
2071,Pakistan,PAK,1982,83431597.0,30725971564.0,28.44776792
2072,Panama,PAN,1982,2073748.0,5769767900.0,6.760746823
2073,Philippines,PHL,1982,50023564.0,42206011275.0,20.42304853
2074,Papua New Guinea,PNG,1982,3768489.0,2368584970.0,32.426252
2075,Pre-demographic dividend,PRE,1982,335003783.0,291739000000.0,17.76447156
2076,Puerto Rico,PRI,1982,3277453.0,16764200000.0,2.314455805
2077,Paraguay,PRY,1982,3368763.0,5419411765.0,25.86630305
2078,Rwanda,RWA,1982,5504847.0,1407242640.0,39.78374881
2079,South Asia,SAS,1982,944315173.0,258869000000.0,30.73277743
2080,Saudi Arabia,SAU,1982,10988851.0,153239000000.0,1.593653067
2081,Sudan,SDN,1982,15562129.0,9240000000.0,34.10533911
2082,Senegal,SEN,1982,5909734.0,4013950868.0,21.19901185
2083,Singapore,SGP,1982,2646466.0,16084252378.0,1.343389874
2084,Sierra Leone,SLE,1982,3540164.0,1295361886.0,33.59301963
2085,El Salvador,SLV,1982,4737256.0,3399189100.0,32.59351473
2086,Somalia,SOM,1982,6608040.0,774419569.7,62.96166797
2087,Sub-Saharan Africa (excluding high income),SSA,1982,405624485.0,350169000000.0,16.7072761
2088,Sub-Saharan Africa,SSF,1982,405688898.0,350308000000.0,16.70284131
2089,Suriname,SUR,1982,360927.0,915000000.0,7.868852459
2090,Sweden,SWE,1982,8325263.0,114381000000.0,5.021239473
2091,Eswatini,SWZ,1982,629812.0,537575980.8,16.41254069
2092,Seychelles,SYC,1982,64413.0,147912069.8,6.397028477
2093,Syrian Arab Republic,SYR,1982,9590226.0,17525605096.0,19.9104495
2094,Chad,TCD,1982,4718157.0,834369860.4,39.97238784
2095,East Asia & Pacific (IDA & IBRD countries),TEA,1982,1387365779.0,423156000000.0,27.28383103
2096,Togo,TGO,1982,2915618.0,821651918.7,26.96296705
2097,Thailand,THA,1982,49255889.0,36589797857.0,18.54844952
